Location_Category,Number_of_Drivers,Number_of_Riders,Revenue,Total_Cost,Total_Profit,Revenue_Per_Minute,Profit_Per_Minute,Cost_Per_Transaction,Revenue_Per_Transaction
Urban,75,97,63303.87783810785,652.617297300081,62651.26054080777,400.6574546715687,396.52696544815046,6.728013374227639,652.617297300081
Suburban,33,62,25000.080098904036,403.22709836941993,24596.853000534615,193.79907053413982,190.67327907391174,6.5036628769261275,403.22709836941993
Suburban,38,57,30653.736988812296,537.7848594528473,30115.952129359448,233.99799228100989,229.89276434625532,9.434822095663987,537.7848594528473
Suburban,7,25,7153.286314092114,286.13145256368455,6867.154861528429,88.31217671718659,84.77968964849913,11.445258102547381,286.13145256368455
Suburban,56,75,36379.09975017274,485.0546633356366,35894.045086837104,237.7718937919787,234.6016018747523,6.467395511141821,485.0546633356365
Urban,9,39,6672.353357127318,171.0859835160851,6501.267373611233,139.00736160681913,135.44307028356735,4.386820090156028,171.0859835160851
Suburban,24,35,17005.745880614788,485.8784537318511,16519.867426882938,161.9594845772837,157.33207073221845,13.882241535195746,485.8784537318511
Suburban,32,68,20041.836280489548,294.7328864777875,19747.10339401176,260.28358805830584,256.4558882339189,4.33430715408511,294.7328864777875
Rural,43,96,37712.51715916972,392.83872040801793,37319.6784387617,414.42326548538153,410.1063564699088,4.0920700042501865,392.83872040801793
Suburban,11,28,12773.06651002759,456.1809467866996,12316.88556324089,135.88368627688925,131.03069748128607,16.29217667095356,456.1809467866996
Rural,15,25,12563.233019683692,502.5293207873477,12060.703698896345,124.38844573944249,119.4129079098648,20.10117283149391,502.5293207873477
Suburban,6,28,6838.094526281752,244.21766165291973,6593.876864628833,76.8325227672107,74.08850409695317,8.722059344747134,244.21766165291973
Rural,17,73,46335.03677943094,634.7265312250814,45700.31024820586,272.5590398790055,268.8253544012109,8.694883989384676,634.7265312250814
Urban,18,36,12434.643659014375,345.40676830595487,12089.23689070842,135.159170206678,131.40474881204804,9.594632452943191,345.40676830595487
Urban,10,56,8464.51926029722,151.15212964816465,8313.367130649056,188.1004280066049,184.74149179220123,2.6991451722886546,151.15212964816465
Suburban,81,97,51483.71940744926,530.7599938912294,50952.95941355803,411.86975525959406,407.6236753084642,5.471752514342572,530.7599938912294
Rural,9,63,30419.56034457468,482.85016419959805,29936.71018037508,183.2503635215342,180.34162759262097,7.664288320628541,482.85016419959805
Urban,33,78,27764.841583927093,355.9595074862448,27408.88207644085,239.35208262006114,236.2834661762142,4.563583429310831,355.9595074862448
Suburban,10,29,8814.867915608484,303.9609626071891,8510.906953001295,96.86668039130201,93.52645003298126,10.481412503696177,303.9609626071891
Suburban,33,73,37586.03371962597,514.8771742414517,37071.15654538452,233.45362558773894,230.25563071667403,7.053111975910298,514.8771742414517
Urban,29,94,33946.44136546183,361.13235495172165,33585.309010510115,353.60876422356074,349.84696885948034,3.8418335633161877,361.13235495172165
Suburban,28,54,4334.17308957977,80.26246462184758,4253.910624957923,135.4429090493678,132.93470702993508,1.486341937441622,80.2624646218476
Rural,6,67,28181.802057778295,420.6239113101238,27761.17814646817,229.12034193315688,225.7006353371396,6.277968825524236,420.6239113101238
Urban,8,23,11980.53142408353,520.8926706123274,11459.638753471203,102.39770447934642,97.94563037154875,22.647507417927276,520.8926706123274
Urban,14,70,12815.305372933857,183.07579104191225,12632.229581891945,241.79821458365768,238.3439543753197,2.6153684434558895,183.07579104191225
Rural,10,20,3802.7492717555506,190.13746358777752,3612.6118081677732,58.50383495008539,55.57864320258113,9.506873179388876,190.13746358777752
Suburban,84,95,49618.69977266388,522.3021028701461,49096.39766979373,443.02410511307033,438.36069348030117,5.497916872317327,522.3021028701461
Urban,16,43,17659.512832742188,410.6863449474928,17248.826487794697,166.59917766737914,162.7247781867424,9.55084523133704,410.6863449474927
Suburban,55,97,56744.59949952272,584.9958711291002,56159.60362839362,378.2973299968182,374.39735752262413,6.030885269372168,584.9958711291002
Rural,20,32,9651.924046391454,301.62262644973293,9350.301419941721,141.94005950575666,137.5044326462018,9.425707076554154,301.62262644973293
Suburban,25,95,39290.772984230585,413.5870840445325,38877.18590018605,306.95916393930145,303.7280148452035,4.353548253100342,413.5870840445325
Urban,15,47,12836.55091710799,273.11810461931896,12563.43281248867,144.23090918098865,141.16216643245698,5.811023502538701,273.11810461931896
Rural,11,25,6179.364066271437,247.1745626508575,5932.18950362058,65.73791559863231,63.10839897468702,9.8869825060343,247.17456265085747
Rural,22,37,7897.400279497998,213.4432507972432,7683.957028700755,114.45507651446374,111.36169606812688,5.7687365080336,213.4432507972432
Suburban,39,59,17451.868429017075,295.79438015283176,17156.074048864244,178.08029009201096,175.06198009045147,5.013464070386979,295.79438015283176
Urban,20,42,6092.9319853432835,145.0698091748401,5947.8621761684435,210.10110294287185,205.09869572994631,3.454043075591431,145.0698091748401
Rural,11,53,15741.987200200878,297.0186264188845,15444.968573781993,194.3455209901343,190.67862436767894,5.604125026771405,297.0186264188845
Rural,64,79,52668.27530162098,666.6870291344428,52001.58827248654,321.14802013183527,317.08285532003987,8.439076318157504,666.6870291344428
Urban,23,59,26523.192400956992,449.5456339145253,26073.646767042468,291.4636527577691,286.52359084662055,7.619417523975005,449.5456339145253
Urban,29,40,24999.440401184816,624.9860100296204,24374.454391155195,170.06422041622324,165.81261490581767,15.62465025074051,624.9860100296204
Suburban,40,76,7298.675847206175,96.03520851587072,7202.640638690304,260.6669945430777,257.23716566751085,1.2636211646825095,96.03520851587072
Urban,26,41,26148.135055383795,637.7593915947267,25510.37566378907,154.72269263540707,150.94896842478738,15.555107112066505,637.7593915947267
Urban,14,83,24533.863015492614,295.5887110300315,24238.274304462582,383.3416096170721,378.72303600722785,3.5613097714461626,295.5887110300315
Rural,17,44,15546.895985378478,353.33854512223814,15193.55744025624,158.64179576916814,155.03630041077795,8.030421480050867,353.33854512223814
Urban,73,91,5665.140428067249,62.25429041832141,5602.886137648928,377.6760285378166,373.52574250992853,0.6841130815200155,62.25429041832141
Suburban,16,54,14367.703856420854,266.0685899337195,14101.635266487134,214.44334114060976,210.4721681565244,4.9271961098836945,266.0685899337195
Rural,37,59,20067.56775899457,340.1282671016029,19727.43949189297,211.23755535783758,207.65725780939968,5.764885883078015,340.1282671016029
Suburban,43,72,31914.58718537669,443.258155352454,31471.329030024237,241.77717564679313,238.41915931836544,6.156363268784084,443.258155352454
Rural,9,47,12457.597898442917,265.05527443495566,12192.542624007961,129.76664477544705,127.00565233341626,5.6394739241479925,265.05527443495566
Rural,22,32,7085.900335333609,221.4343854791753,6864.465949854434,118.09833892222682,114.40776583090724,6.919824546224228,221.4343854791753
Rural,13,45,17695.387297117148,393.2308288248255,17302.156468292324,157.99452943854595,154.48353989546717,8.7384628627739,393.2308288248255
Urban,45,72,10913.789096991333,151.58040412487964,10762.208692866454,272.84472742478334,269.05521732166136,2.1052833906233284,151.58040412487964
Urban,15,56,17583.720257898654,313.9950046053331,17269.72525329332,225.4323109987007,221.40673401658103,5.607053653666663,313.9950046053331
Rural,22,42,15378.36409431533,366.1515260551269,15012.212568260202,187.54102554043084,183.07576302756343,8.717893477503022,366.1515260551269
Suburban,14,52,22150.62557885405,425.97356882411634,21724.652010029935,226.0267916209597,221.68012255132587,8.191799400463776,425.97356882411634
Urban,23,81,29083.30336683002,359.0531279855558,28724.250238844463,203.37974382398616,200.86888278912213,4.432754666488344,359.0531279855558
Rural,25,77,20046.501848342486,260.34417984860374,19786.157668493885,385.5096509296632,380.50303208642083,3.3810932447870616,260.34417984860374
Urban,6,27,8648.146147718366,320.30170917475425,8327.844438543612,100.55983892695774,96.83540044818155,11.863026265731639,320.3017091747543
Rural,34,74,33632.41699336085,454.49212153190336,33177.924871828945,240.2315499525775,236.98517765592104,6.141785426106802,454.49212153190336
Urban,69,92,4150.582180801138,45.11502370436019,4105.467157096778,230.58789893339656,228.08150872759876,0.4903806924386977,45.11502370436019
Rural,34,77,17221.98280057495,223.6621142931812,16998.32068628177,358.7913083453115,354.13168096420355,2.904702783028327,223.6621142931812
Rural,6,66,11428.411781295246,173.1577542620492,11255.254027033197,253.96470625100548,250.11675615629326,2.6236023373037756,173.1577542620492
Urban,39,77,45602.51847131788,592.240499627505,45010.277971690375,273.068972882143,269.5226225849723,7.691435060097467,592.240499627505
Urban,16,35,13275.773364650408,379.3078104185831,12896.465554231825,117.48472004115405,114.12801375426393,10.837366011959517,379.3078104185831
Rural,38,48,17314.136175320993,360.7111703191874,16953.425005001805,216.42670219151242,211.91781256252256,7.514816048316404,360.7111703191874
Rural,18,61,12413.049721049638,203.49261837786293,12209.557102671775,214.01809863878685,210.5096052184789,3.3359445635715232,203.49261837786293
Suburban,21,71,39301.70428491699,553.5451307734787,38748.15915414351,311.91828797553165,307.52507265193265,7.796410292584207,553.5451307734787
Rural,7,95,26929.312041592235,283.46644254307614,26645.84559904916,283.46644254307614,280.48258525314907,2.9838572899271174,283.46644254307614
Suburban,44,76,33071.046229940686,435.14534513079855,32635.90088480989,314.96234504705416,310.8181036648561,5.725596646457876,435.1453451307985
Suburban,13,32,21944.580047972762,685.7681264991488,21258.811921473614,140.67038492290231,136.27443539406164,21.4302539530984,685.7681264991488
Rural,30,49,30912.183456834537,630.8608868741742,30281.32256996036,200.72846400541906,196.63196474000233,12.874711977023964,630.8608868741742
Urban,17,38,20753.961241083674,546.1568747653598,20207.804366318316,150.3910234861136,146.43336497332112,14.372549335930522,546.1568747653598
Suburban,35,92,10612.844234086375,115.35700254441711,10497.487231541958,235.84098297969723,233.27749403426574,1.2538804624393165,115.35700254441711
Suburban,29,40,16161.995805695176,404.0498951423794,15757.945910552797,106.32891977431036,103.6706967799526,10.101247378559485,404.0498951423794
Suburban,42,55,8582.10814371932,156.03832988580584,8426.069813833516,190.7135143048738,187.24599586296702,2.837060543378288,156.03832988580584
Rural,34,58,29073.251393787,501.26295506529306,28571.988438721706,221.93321674646563,218.10678197497487,8.642464742505053,501.2629550652931
Urban,5,34,19122.857199392918,562.4369764527329,18560.420222940185,125.80827104863762,122.10802778250122,16.542264013315673,562.4369764527329
Suburban,47,70,15176.173256088816,216.8024750869831,14959.370781001833,286.3428916243173,282.252278886827,3.09717821552833,216.8024750869831
Rural,24,51,6124.625198637194,120.09069016935676,6004.534508467837,382.78907491482465,375.28340677923984,2.3547194150854267,120.09069016935675
Rural,56,88,19461.873486859004,221.1576532597614,19240.715833599243,324.3645581143167,320.67859722665406,2.5131551506791068,221.15765325976142
Suburban,8,25,12317.531772653052,492.7012709061221,11824.83050174693,101.79778324506654,97.72587191526388,19.708050836244883,492.7012709061221
Rural,19,34,25643.972320340854,754.2344800100251,24889.73784033083,154.48176096590876,149.9381797610291,22.183367059118385,754.2344800100251
Urban,15,40,8461.109153025265,211.52772882563164,8249.581424199634,201.45497983393489,196.41860533808654,5.288193220640791,211.52772882563164
Suburban,7,26,11979.741160028849,460.75927538572495,11518.981884643124,74.40833018651459,71.54647133318711,17.72151059175865,460.75927538572495
Suburban,42,81,13292.70535735907,164.10747354764283,13128.597883811426,282.82351824168234,279.3318698683282,2.026018191946208,164.10747354764283
Suburban,56,80,17095.697039649887,213.6962129956236,16882.000826654265,397.5743497592997,392.6046703873085,2.671202662445295,213.6962129956236
Rural,19,64,46911.32135232443,732.9893961300692,46178.33195619436,274.33521258669253,270.0487248900255,11.45295931453233,732.9893961300692
Rural,18,45,15777.05411750278,350.6012026111729,15426.452914891606,116.00775086399102,113.42980084479122,7.791137835803842,350.6012026111729
Urban,49,84,16201.903721233717,192.8798062051633,16009.023915028554,305.69629662705125,302.05705500053875,2.296188169109087,192.8798062051633
Urban,16,34,9999.937398905282,294.11580585015537,9705.821593055127,107.52620859037937,104.36367304360351,8.650464877945746,294.11580585015537
Suburban,32,67,5529.120579116716,82.52418774801069,5446.596391368706,425.31696762436275,418.9689531822081,1.2317042947464283,82.52418774801069
Suburban,23,93,35913.723455501626,386.169069413996,35527.55438608763,287.309787644013,284.22043508870104,4.152355585096731,386.169069413996
Urban,51,100,31090.03272621974,310.9003272621974,30779.132398957543,349.32621040696336,345.8329483028937,3.109003272621974,310.9003272621974
Suburban,22,35,13088.699422820138,373.96284065200393,12714.736582168134,109.07249519016781,105.95613818473446,10.684652590057254,373.96284065200393
Rural,13,36,7975.839604727417,221.55110013131716,7754.2885045961,112.33576908066784,109.2153310506493,6.154197225869921,221.55110013131716
Suburban,18,28,14871.15562700311,531.1127009643968,14340.042926038714,117.09571359844969,112.91372382707648,18.96831074872846,531.1127009643968
Urban,9,21,6823.795416976783,324.9426389036563,6498.8527780731265,63.183290897933176,60.17456275993636,15.473458995412205,324.9426389036563
Urban,15,26,12828.579200256752,493.4068923175674,12335.172307939185,79.68061615066306,76.61597706794525,18.977188166060284,493.4068923175674
Suburban,21,97,75527.4355333767,778.6333560141928,74748.80217736251,434.06572145618793,429.5908171112788,8.027148000146317,778.6333560141928
Urban,15,26,18724.087422641904,720.1572085631501,18003.930214078755,109.49758726691172,105.28614160279973,27.698354175505774,720.1572085631501
Urban,56,91,3479.406406730478,38.23523523879646,3441.1711714916814,347.9406406730478,344.11711714916817,0.42016742020655456,38.23523523879646
Rural,48,65,37283.291919431904,573.5891064527985,36709.70281297911,266.3092279959422,262.2121629498508,8.824447791581516,573.5891064527985
Urban,28,88,60017.42973301459,682.016246966075,59335.41348604852,389.72356969489994,385.29489276654886,7.750184624614488,682.016246966075
Suburban,13,82,42347.81163872852,516.4367273015673,41831.37491142695,286.1338624238413,282.6444250772091,6.298008869531309,516.4367273015673
Urban,40,65,32013.774157253298,492.5196024192815,31521.254554834017,264.57664592771323,260.5062359903638,7.577224652604331,492.5196024192815
Urban,6,41,2018.626144062281,49.234784001519046,1969.3913600607618,183.51146764202554,179.035578187342,1.2008483902809524,49.234784001519046
Rural,36,85,43068.89531833895,506.6928860981053,42562.20243224085,283.3479955153878,280.01448968579507,5.961092777624768,506.6928860981053
Rural,13,35,10650.966881928012,304.3133394836575,10346.653542444355,114.52652561212916,111.25433916606833,8.694666842390214,304.3133394836575
Urban,29,83,9227.885322721962,111.179341237614,9116.705981484349,401.2124053357375,396.37852093410214,1.3395101353929397,111.17934123761401
Urban,31,91,14852.527079183308,163.21458328772866,14689.31249589558,380.83402767136687,376.6490383562969,1.7935668493156995,163.21458328772866
Rural,28,44,17725.707537147016,402.856989480614,17322.850547666403,134.28566316020468,131.23371627020003,9.155840670013955,402.856989480614
Suburban,12,96,27766.57832332928,289.2351908680133,27477.343132461265,308.51753692588085,305.30381258290294,3.0128665715418053,289.2351908680133
Suburban,46,77,11591.525700738894,150.53929481479082,11440.986405924103,463.6610280295557,457.6394562369641,1.9550557768154653,150.53929481479082
Rural,80,91,17739.135899969755,194.93555934032696,17544.200340629428,385.6333891297773,381.3956595789006,2.1421490037398567,194.935559340327
Rural,42,93,62742.31083271282,674.6485035775572,62067.662329135266,392.1394427044551,387.9228895570954,7.254284984704916,674.6485035775572
Rural,9,41,22613.846595632764,551.5572340398235,22062.28936159294,150.75897730421843,147.08192907728625,13.452615464385937,551.5572340398235
Suburban,44,61,8065.100639982827,132.2147645898824,7932.885875392944,155.09808923043897,152.55549760371048,2.167455157211187,132.2147645898824
Urban,10,83,5819.281401195332,70.11182411078714,5749.169577084545,253.01223483457966,249.9638946558498,0.8447207724191221,70.11182411078714
Rural,22,59,20430.797869173577,346.2847096470098,20084.513159526567,219.68599859326426,215.9625070916835,5.869232366898471,346.2847096470098
Suburban,31,42,4285.878670574702,102.04473025177862,4183.833940322923,329.68297465959245,321.8333800248402,2.4296364345661576,102.0447302517786
Suburban,16,81,40025.35452372516,494.1401793052489,39531.21434441991,320.2028361898013,316.24971475535926,6.100496040805543,494.14017930524886
Rural,19,72,13223.398657092624,183.658314681842,13039.740342410783,293.8533034909472,289.77200760912854,2.5508099261366945,183.658314681842
Rural,9,43,18771.97884889588,436.5576476487414,18335.42120124714,148.98395911822126,145.5192158829138,10.152503433691662,436.5576476487414
Urban,33,74,2320.7940178458994,31.362081322241885,2289.4319365236574,232.07940178458995,228.94319365236575,0.4238119097600255,31.362081322241885
Rural,45,68,21996.579433348008,323.4791093139413,21673.100324034065,196.39803065489292,193.50982432173274,4.757045725205019,323.4791093139413
Urban,13,36,18193.8260500801,505.3840569466695,17688.44199313343,129.955900357715,126.34601423666736,14.038446026296375,505.3840569466695
Urban,5,51,16363.738699698337,320.8576215627125,16042.881078135624,177.86672499672105,174.37914215364808,6.291325912994362,320.8576215627125
Urban,23,63,13517.661304074072,214.5660524456202,13303.095251628452,275.87063885865456,271.4917398291521,3.4058103562796855,214.5660524456202
Urban,29,96,72816.1472092354,758.5015334295354,72057.64567580586,413.72810914338294,409.41844133980607,7.901057639890993,758.5015334295354
Suburban,59,94,62578.57620744286,665.7295341217325,61912.846673321124,357.59186404253063,353.7876952761207,7.0822290864014095,665.7295341217325
Suburban,32,74,12658.910856799483,171.06636292972274,12487.84449386976,333.1292330736706,328.62748668078314,2.3117076071584153,171.06636292972274
Rural,13,91,58909.090067896475,647.3526381087524,58261.737429787725,368.181812924353,364.1358589361733,7.113765253942335,647.3526381087524
Suburban,12,69,41960.848559512764,608.1282399929386,41352.72031951982,265.57499088299215,261.72607797164443,8.81345275352085,608.1282399929386
Rural,20,51,12593.06917176716,246.92292493661097,12346.146246830549,187.95625629503223,184.27083950493358,4.841625979149235,246.92292493661097
Rural,17,45,19352.99387264817,430.0665305032927,18922.927342144878,130.76347211248765,127.85761717665459,9.557034011184282,430.06653050329265
Suburban,34,92,36490.76524925142,396.6387527092545,36094.126496542165,260.6483232089387,257.81518926101546,4.311290790317984,396.63875270925456
Suburban,36,69,30084.78995382127,436.0114486061054,29648.778505215163,276.00724728276396,272.0071422496804,6.319006501537759,436.0114486061054
Suburban,14,56,11364.945583633555,202.9454568505992,11162.000126782956,236.7696996590324,232.54166930797825,3.6240260151892714,202.9454568505992
Rural,26,43,31466.612551680773,731.7816872483901,30734.830864432384,179.809214581033,175.62760493961363,17.018178773218374,731.7816872483901
Urban,48,86,18580.347136052646,216.05054809363543,18364.29658795901,221.1946087625315,218.62257842808344,2.5122156755073886,216.0505480936354
Urban,34,61,5115.969728459459,83.86835620425342,5032.101372255205,511.59697284594586,503.2101372255205,1.3748910853156298,83.86835620425342
Suburban,36,50,28612.10246482127,572.2420492964254,28039.860415524843,197.32484458497427,193.37834769327478,11.444840985928508,572.2420492964254
Urban,34,73,8672.914462796449,118.8070474355678,8554.10741536088,412.9959267998309,407.33844835051815,1.6274938004872301,118.8070474355678
Urban,7,76,18687.911410570447,245.8935711917164,18442.017839378732,259.5543251468118,256.13913665803796,3.235441726206795,245.8935711917164
Urban,41,87,33678.72140869038,387.1117403297744,33291.6096683606,387.1117403297744,382.66218009609884,4.449560233675568,387.1117403297744
Rural,33,53,26921.38045661051,507.9505746530285,26413.429881957483,193.6789960907231,190.02467540976608,9.583973106660915,507.95057465302847
Suburban,8,71,17700.511196672134,249.302974601016,17451.20822207112,236.00681595562847,232.6827762942816,3.5113095014227604,249.30297460101596
Rural,5,32,1469.3475818231004,45.91711193197189,1423.4304698911285,104.95339870165003,101.67360499222346,1.4349097478741215,45.91711193197189
Suburban,30,91,38639.69726253347,424.6120578300381,38215.08520470343,402.4968464847236,398.0738042156607,4.666066569560859,424.6120578300381
Suburban,37,47,4040.758039137718,85.97357530080251,3954.784463836915,130.34703352057153,127.57369238183597,1.8292250064000535,85.97357530080251
Rural,13,23,7566.24082958922,328.9669925908357,7237.2738369983845,86.96828539757725,83.18705559768259,14.30291272134068,328.9669925908357
Rural,20,57,9839.877746542665,172.62943414987132,9667.248312392794,185.65807068948425,182.40091155458103,3.02858656403283,172.62943414987132
Suburban,17,48,12573.289576956642,261.9435328532634,12311.346044103379,147.92105384654874,144.83936522474562,5.457156934442987,261.9435328532634
Urban,5,22,4378.916967155274,199.0416803252397,4179.8752868300335,78.19494584205846,74.64063012196489,9.047349105692714,199.0416803252397
Urban,19,60,13937.00729488467,232.2834549147445,13704.723839969925,204.95598963065692,201.54005647014597,3.8713909152457417,232.2834549147445
Rural,42,94,17419.31278202303,185.311838106628,17234.000943916402,483.8697995006397,478.7222484421223,1.971402533049234,185.31183810662796
Suburban,6,43,6611.741907137506,153.76143970087224,6457.980467436634,275.48924613072944,269.08251947652644,3.5758474349040057,153.76143970087224
Suburban,18,97,12268.282122871466,126.4771352873347,12141.804987584132,471.8570047258256,466.9924995224666,1.3038879926529352,126.4771352873347
Rural,17,47,28646.679897440823,609.5038276051239,28037.1760698357,165.58774507191228,162.06460155974392,12.96816654478987,609.5038276051239
Urban,28,39,11199.335065135221,287.1624375675698,10912.172627567652,128.72798925442783,125.42727158123738,7.363139424809481,287.1624375675698
Suburban,39,50,20316.240325781357,406.32480651562713,19909.91551926573,146.16000234375076,143.23680229687577,8.126496130312542,406.32480651562713
Urban,17,35,8716.298942940673,249.03711265544783,8467.261830285226,142.89014660558482,138.8075709882824,7.115346075869938,249.0371126554478
Suburban,8,28,17385.247363854287,620.9016915662245,16764.345672288062,99.34427065059593,95.7962609845032,22.175060413079446,620.9016915662245
Rural,32,51,13620.095785543808,267.0607016773296,13353.035083866478,267.0607016773296,261.82421733071527,5.236484346614305,267.0607016773296
Suburban,12,54,38650.75882735728,715.7547930992089,37935.00403425807,224.7137141125423,220.55234903638413,13.25471839072609,715.7547930992088
Urban,10,65,27975.05671478271,430.385487919734,27544.671226862974,164.55915714578063,162.02747780507633,6.621315198765138,430.385487919734
Rural,26,61,36860.65586752985,604.273047008686,36256.38282052117,292.5448878375385,287.7490700041363,9.906115524732558,604.273047008686
Suburban,9,46,11202.152905331788,243.5250631593867,10958.627842172402,238.34367883684655,233.1622945143064,5.2940231121605805,243.5250631593867
Urban,50,73,12863.65169190355,176.2144067384048,12687.437285165144,285.85892648674553,281.94305078144765,2.413895982717874,176.2144067384048
Urban,49,86,40547.24836009242,471.4796320940979,40075.76872799832,311.90191046224936,308.27514406152557,5.482321303419743,471.4796320940979
Suburban,7,75,34003.27120435164,453.3769493913552,33549.89425496028,253.75575525635549,250.37234518627073,6.045025991884736,453.37694939135514
Suburban,29,39,9793.184951840183,251.1073064574406,9542.077645382742,100.96066960659982,98.37193448848188,6.438648883524118,251.1073064574406
Rural,6,33,17219.46338720697,521.8019208244536,16697.661466382517,123.88103156264009,120.12706090922674,15.812179418922838,521.8019208244536
Suburban,29,40,13859.706061278828,346.4926515319707,13513.213409746857,195.20712762364548,190.32694943305432,8.662316288299268,346.4926515319707
Suburban,35,54,12639.858489570359,234.0714535105622,12405.787036059797,164.15400635805662,161.11411735142593,4.3346565464918925,234.0714535105622
Urban,26,53,9753.295918937883,184.0244513007148,9569.271467637169,187.56338305649777,184.0244513007148,3.4721594585040525,184.0244513007148
Urban,34,81,44945.844239220605,554.8869659163038,44390.9572733043,274.06002584890615,270.67656873966035,6.850456369337084,554.8869659163038
Urban,20,45,8667.889758632073,192.61977241404605,8475.269986218027,137.5855517243186,134.52809501933376,4.280439386978801,192.61977241404605
Urban,9,20,4555.93049612332,227.796524806166,4328.133971317154,51.19023029352045,48.630718778844425,11.389826240308299,227.79652480616602
Rural,22,47,19580.277502685054,416.601648993299,19163.675853691755,164.540147081387,161.03929288816602,8.863864872197851,416.601648993299
Urban,18,33,22166.523370518258,671.7128294096442,21494.810541108614,151.8255025377963,147.22472973362065,20.354934224534674,671.7128294096442
Rural,57,78,43105.90217269967,552.6397714448676,42553.262401254804,339.4165525409423,335.0650582775969,7.0851252749342,552.6397714448676
Rural,12,26,8355.682532770483,321.37240510655704,8034.310127663925,72.6581089806129,69.8635663275124,12.360477119482963,321.37240510655704
Rural,21,62,13356.899935043373,215.4338699200544,13141.466065123319,238.51607026863167,234.66903687720213,3.4747398374202323,215.4338699200544
Suburban,59,84,63755.67435092493,758.9961232252967,62996.67822769963,388.7541118958837,384.12608675426605,9.035668133634484,758.9961232252967
Urban,8,49,34026.81102890616,694.4247148756359,33332.386314030526,216.73128043889272,212.30819308299698,14.17193295664563,694.4247148756359
Suburban,22,34,20990.349429868642,617.3632185255483,20372.986211343094,119.26334903334455,115.7556034735403,18.157741721339654,617.3632185255483
