Actual,Predicted_Linear Regression,Error_Linear Regression,Predicted_Lasso Regression,Error_Lasso Regression,Predicted_Ridge Regression,Error_Ridge Regression,Predicted_SVR,Error_SVR
145.2420374,137.1112252,8.130812147,132.0081056,13.23393172,137.6256631,7.616374251,133.9356328,11.30640451
398.051726,341.766575,56.28515095,348.7916507,49.26007524,347.0593823,50.99234371,348.8901845,49.1615415
301.4039268,418.6207792,-117.2168525,421.3174333,-119.9135065,420.7083108,-119.304384,424.507874,-123.1039472
422.4367392,388.9394797,33.49725954,391.7352682,30.70147104,391.84834,30.58839918,392.7845113,29.65222792
501.80135,583.1867843,-81.38543436,581.2347622,-79.43341226,581.7650395,-79.96368955,583.455604,-81.65425397
707.8553932,534.3852624,173.4701307,540.6132052,167.2421879,538.9961662,168.859227,540.4548666,167.4005266
173.1577543,167.5938001,5.563954161,170.1400609,3.017693405,168.6107849,4.54696935,168.0530783,5.104675921
297.0186264,292.0237832,4.994843246,290.3006579,6.717968479,292.9932463,4.025380168,292.3623351,4.656291306
706.6896359,614.2802419,92.40939397,612.2625913,94.42704455,612.6469907,94.04264516,619.8036833,86.88595259
120.2471929,115.3953646,4.851828311,112.5582619,7.688931002,114.7348001,5.512392776,114.3539727,5.893220225
294.8553699,254.9429994,39.9123705,247.5087128,47.3466572,251.0170385,43.83833149,249.2700992,45.58527073
397.4831041,337.6552789,59.82782514,338.5951427,58.88796137,338.454199,59.02890503,334.5560174,62.92708663
434.5710508,386.9386834,47.63236743,390.3132353,44.25781548,387.0623205,47.50873029,384.6095803,49.96147053
591.2989763,550.3878155,40.9111608,547.70749,43.59148628,549.9042365,41.39473978,551.7196551,39.57932123
211.082023,240.8394295,-29.75740652,248.0144385,-36.93241548,242.6787002,-31.59667724,241.8637539,-30.78173092
537.4486717,580.5581367,-43.109465,578.7193766,-41.27070496,578.2764624,-40.82779075,579.1268299,-41.67815829
562.1650161,627.9644825,-65.79946643,622.9948186,-60.82980257,625.143407,-62.97839095,627.3039798,-65.13896373
572.2420493,543.5588551,28.68319419,536.7525946,35.48945469,538.5895249,33.65252442,539.3784326,32.86361671
158.89198,162.8289922,-3.937012126,162.3036984,-3.41171834,162.4697838,-3.577803773,161.4887869,-2.596806895
574.8939389,453.8663826,121.0275563,454.386232,120.5077069,454.3357739,120.558165,454.5607644,120.3331746
329.4837131,427.0738766,-97.59016347,432.6745471,-103.190834,433.0652385,-103.5815254,426.129378,-96.64566489
666.4286806,625.6317825,40.7968981,623.6014215,42.82725905,624.0842172,42.34446339,628.7546746,37.67400598
250.4603273,201.2601065,49.20022083,210.0994242,40.36090311,204.496392,45.96393531,202.7566997,47.70362759
45.1150237,96.99105834,-51.87603463,105.4831119,-60.36808817,101.8256754,-56.71065173,96.27789904,-51.16287533
31.56567616,65.06388641,-33.49821025,59.72971699,-28.16404083,63.05891773,-31.49324157,63.04331984,-31.47764368
126.4771353,113.5331662,12.94396909,110.9907738,15.48636144,109.8331121,16.64402314,110.248597,16.22853826
207.6129192,304.494399,-96.88147982,298.6892681,-91.07634891,301.0832823,-93.47036309,301.6232423,-94.01032305
654.6765363,552.9807579,101.6957784,552.1682051,102.5083312,552.3263544,102.3501819,554.6691706,100.0073657
177.2030658,284.6987712,-107.4957054,283.6407974,-106.4377316,287.943083,-110.7400172,280.1510916,-102.9480258
298.35562,225.9246606,72.43095939,233.7726483,64.58297173,229.0563626,69.29925743,227.5595468,70.79607326
132.1665679,132.868406,-0.701838091,140.0195198,-7.852951894,135.7821347,-3.615566756,134.717588,-2.551020058
131.4435872,153.8149956,-22.37140842,154.0305235,-22.58693634,151.2145377,-19.77095051,149.7512351,-18.30764797
267.2821971,249.1732412,18.10895595,242.3219221,24.96027502,247.1396515,20.14254566,243.4010687,23.88112837
406.0855257,470.5772468,-64.49172111,471.812748,-65.7272223,470.0050904,-63.91956477,468.599779,-62.51425339
124.4906005,122.4581107,2.032489746,110.6353916,13.85520891,118.5182683,5.972332158,112.9818385,11.50876196
332.2293764,386.2195224,-53.99014592,387.5554619,-55.32608542,384.3022076,-52.07283114,387.7400966,-55.51072019
537.8971059,598.3669497,-60.46984381,601.8423954,-63.94528948,600.1701314,-62.27302552,603.655402,-65.7582961
762.8822843,633.6776857,129.2045987,634.1778677,128.7044167,635.8386559,127.0436284,630.9750175,131.9072668
151.7772865,168.3533613,-16.5760748,165.8835957,-14.10630923,165.4428904,-13.66560389,163.0049567,-11.2276702
432.3072577,564.9911305,-132.6838728,563.061262,-130.7540043,565.0798465,-132.7725888,563.1347159,-130.8274581
543.7702542,501.6483249,42.12192931,507.1292504,36.64100385,505.6778028,38.09245136,509.056488,34.71376621
689.7483155,667.8872233,21.86109222,664.8473113,24.90100414,666.1792308,23.56908466,670.6094672,19.13884832
91.38952597,67.63804264,23.75148334,57.20332571,34.18620026,60.07642084,31.31310513,58.68769112,32.70183485
517.944462,423.7006561,94.24380588,421.9580567,95.98640524,422.1059963,95.83846571,424.7537683,93.19069367
584.9958711,568.5891095,16.40676162,569.0324946,15.96337649,569.5628183,15.43305282,569.9061348,15.08973637
373.9628407,444.6497479,-70.68690721,438.2403648,-64.27752415,439.8571827,-65.89434208,442.11795,-68.15510932
376.3000601,374.0837387,2.216321381,371.6224025,4.677657537,374.170217,2.129843046,371.190903,5.109157026
406.5574981,592.8137205,-186.2562225,593.8233922,-187.2658941,593.4706628,-186.9131648,595.450804,-188.893306
266.0685899,246.81432,19.25426993,251.327002,14.74158794,248.6718607,17.39672926,247.2287226,18.8398673
355.9595075,432.1632687,-76.20376126,432.8246215,-76.86511398,431.9692687,-76.00976118,432.0556081,-76.09610059
40.44289065,69.325512,-28.88262135,55.76792303,-15.32503237,62.85150152,-22.40861087,60.65238983,-20.20949918
812.0729939,658.4252369,153.6477569,655.4944761,156.5785178,656.7372522,155.3357417,660.5073786,151.5656152
648.9097429,470.8237505,178.0859924,473.6788546,175.2308883,473.4611452,175.4485977,476.1299206,172.7798223
183.2701657,184.7740618,-1.503896182,192.3099354,-9.039769687,188.049482,-4.779316366,190.1826777,-6.912511997
356.8814026,404.7038944,-47.82249175,409.3158443,-52.43444165,406.9840026,-50.10259996,408.0771514,-51.19574879
528.6080729,638.0418872,-109.4338143,636.296665,-107.6885921,636.3000497,-107.6919768,640.968556,-112.3604831
490.504076,437.7354907,52.76858522,442.5563632,47.94771279,440.807742,49.69633393,434.4542904,56.0497856
408.12977,443.2799427,-35.15017268,446.592762,-38.46299202,445.0571793,-36.92740934,445.076961,-36.94719103
201.2925319,201.7905118,-0.49797994,196.4396001,4.852931765,199.0440643,2.248467564,200.8472149,0.445316952
770.8733245,639.0027298,131.8705947,639.4066519,131.4666725,641.2323039,129.6410205,637.2352446,133.6380799
647.3526381,564.9320546,82.42058347,566.9021769,80.45046123,564.2014352,83.15120293,571.5865686,75.76606948
319.9423796,370.7637944,-50.82141484,372.6088966,-52.66651702,373.0420825,-53.09970288,371.0963114,-51.15393184
310.1546163,423.1371331,-112.9825168,420.7736738,-110.6190575,422.5314528,-112.3768365,428.2582369,-118.1036207
462.4075929,428.2783852,34.12920777,430.9037167,31.50387626,429.8677109,32.53988198,426.7806399,35.62695303
104.7520101,84.04536713,20.70664293,79.95251443,24.79949563,83.98101941,20.77099065,81.93317546,22.8188346
599.7162532,599.8744537,-0.158200443,603.5612984,-3.845045168,602.9091128,-3.1928596,603.6892393,-3.972986023
734.395119,601.8632957,132.5318233,600.5924293,133.8026898,601.1977348,133.1973842,607.3640019,127.0311171
213.4432508,270.5460619,-57.10281107,268.862038,-55.41878725,267.5260243,-54.08277352,270.0540757,-56.61082487
41.12164472,82.80252624,-41.68088152,76.76819178,-35.64654706,82.82593178,-41.70428706,72.29771932,-31.1760746
411.0057654,539.7678153,-128.7620499,541.8381176,-130.8323521,540.1334887,-129.1277233,546.8065473,-135.8007818
497.3770093,432.6654539,64.71155536,435.1442453,62.23276401,433.9414139,63.43559544,437.6527832,59.72422607
328.3139822,378.1193418,-49.80535967,379.3364657,-51.02248352,375.9388062,-47.62482399,378.7902185,-50.47623632
274.6803754,343.3311698,-68.65079439,341.9076603,-67.22728485,342.7635235,-68.08314803,343.2778624,-68.597487
97.67500136,144.3999376,-46.72493619,147.4823134,-49.80731205,144.5799195,-46.90491813,143.5574059,-45.88240451
631.631297,531.9045995,99.72669749,532.7607048,98.87059219,532.4889456,99.14235142,535.951113,95.68018407
587.2581373,603.2435747,-15.98543738,601.6335094,-14.37537213,602.0066391,-14.74850175,606.7343183,-19.47618103
836.1164186,656.5487185,179.5677001,655.552732,180.5636866,657.1784691,178.9379494,657.7711707,178.3452479
708.8801421,631.794879,77.08526315,633.1883291,75.69181301,632.4428091,76.43733304,635.9618464,72.91829573
484.7545389,615.9614289,-131.20689,619.7574699,-135.002931,618.1223655,-133.3678266,621.3019356,-136.5473967
461.0193486,410.3474922,50.67185636,415.0091612,46.01018737,413.6817056,47.33764303,414.3228439,46.69650466
429.9483561,471.9006175,-41.95226135,468.7401678,-38.7918117,469.8296748,-39.88131871,468.9407704,-38.99241423
460.7592754,589.4100004,-128.650725,591.9198202,-131.1605448,592.1538026,-131.3945272,594.4640579,-133.7047826
289.2390325,424.58199,-135.3429575,426.1107948,-136.8717623,424.0152437,-134.7762112,424.6018023,-135.3627698
123.7624693,133.4086076,-9.646138283,129.9430826,-6.180613279,134.7081427,-10.94567336,134.5892048,-10.82673546
472.5465909,413.0664433,59.48014762,414.0473602,58.49923072,416.1456944,56.40089658,412.7924243,59.75416659
494.8027992,506.5007418,-11.69794255,512.4546977,-17.65189848,511.4892401,-16.68644091,514.8553927,-20.05259348
361.985521,279.2011599,82.78436111,285.2579711,76.72754988,281.1434684,80.84205257,278.0230262,83.96249477
97.78450586,86.21983482,11.56467104,74.63633527,23.14817059,84.43303454,13.35147132,72.20306099,25.58144487
142.5577269,127.1247431,15.43298388,136.9530255,5.604701472,132.2029815,10.35474548,132.4966843,10.06104262
561.438522,628.407891,-66.969369,631.325361,-69.88683905,630.0005181,-68.56199613,636.4961667,-75.05764473
144.6013825,126.4700887,18.13129388,133.5292217,11.07216084,127.5644377,17.03694487,125.2342694,19.36711312
350.2265836,470.6737837,-120.4472002,472.1774814,-121.9508978,471.8402817,-121.6136982,470.0941942,-119.8676106
624.305616,594.0326471,30.27296884,591.2398826,33.06573338,590.5763704,33.7292456,593.1784317,31.1271843
246.7577555,291.9509627,-45.19320721,294.8869382,-48.12918274,292.7190822,-45.9613267,295.6053559,-48.84760035
402.8569895,498.6106876,-95.75369813,493.1970718,-90.34008227,494.0139822,-91.15699271,495.0355779,-92.17858845
266.4336179,261.4109964,5.022621557,255.2436874,11.18993055,260.2397667,6.193851164,255.2052133,11.22840461
192.3850222,139.9832882,52.40173399,134.1426843,58.24233786,138.541381,53.84364117,137.8372649,54.54775732
533.0802632,533.053766,0.026497263,530.5231826,2.557080639,531.2538139,1.826449308,535.0729033,-1.992640046
104.0560727,68.88519386,35.17087886,73.09090163,30.96517108,72.16165806,31.89441466,70.70927334,33.34679938
172.592775,156.8149123,15.77786273,147.064593,25.52818206,155.6879673,16.90480778,146.5644847,26.02829035
593.065918,593.0760285,-0.010110449,601.3804014,-8.314483389,599.614123,-6.548204927,604.6330982,-11.56718012
674.1328476,596.2755896,77.85725807,593.5633367,80.56951092,594.0173681,80.1154795,603.3356683,70.79717934
521.8019208,508.3349748,13.46694598,514.7132484,7.088672392,513.2897825,8.512138357,516.5652433,5.23667756
617.3632185,629.0043306,-11.64111208,626.1357879,-8.772569354,626.1212291,-8.758010566,633.9054139,-16.54219533
258.0144597,342.6161191,-84.60165939,342.8199043,-84.80544456,343.6162472,-85.60178754,344.0169922,-86.00253253
412.2556068,398.3892862,13.86632064,398.6740552,13.5815516,401.2587257,10.99688105,397.0988458,15.15676103
552.6397714,481.8492562,70.79051526,481.8362508,70.80352064,481.8841552,70.75561628,477.3493811,75.29039037
544.6027808,628.4884772,-83.88569643,624.9704794,-80.36769863,626.8565469,-82.25376609,630.4930582,-85.89027739
151.5804041,173.4633457,-21.88294153,173.371949,-21.79154488,173.0638742,-21.48347004,171.3655636,-19.78515948

