Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,d_s_ratio,demand_class,supply_class,demand_metric,supply_metric,Cost_Efficiency_Vehicle,Cost_Efficiency_Location,Location_Demand_Supply,Location_Demand_Efficiency,Time_Efficiency,base_price_branch,predicted_price
86,17,Urban,Regular,99,4.69,Morning,Economy,167,669.2986265,5.06,high_demand,low_supply,1.0617283950617284,1.5454545454545454,7.7825421686046505,11.673813252906976,3.0676878612716765,1.6494507358067492,4.007776206586826,742.6656803549424,185.0
60,38,Rural,Gold,15,4.14,Evening,Premium,144,414.9901047,1.58,low_demand,low_supply,1.5,3.4545454545454546,10.3747526175,5.533201396000001,3.511265060240964,0.4499802700430628,3.7464384452083337,224.68396013191443,248.0
24,8,Rural,Gold,50,4.12,Morning,Economy,164,490.4107217,3.0,low_demand,low_supply,0.6,0.7272727272727273,20.433780070833333,16.347024056666665,3.511265060240964,0.8543929178032837,2.9903092786585366,1298.07975161448,2795.0
36,24,Suburban,Silver,88,4.22,Night,Premium,83,296.242876,1.5,low_demand,low_supply,0.9,2.1818181818181817,12.343453166666666,8.228968777777778,3.130776397515528,0.47911438235906795,4.996867787951807,378.5204619889329,1128.0
63,13,Rural,Regular,74,4.95,Afternoon,Premium,102,327.0888649,4.85,low_demand,low_supply,1.575,1.1818181818181819,7.787830116666666,4.153509395555555,3.511265060240964,1.381268550448642,3.527428935196079,125.10772272056315,-96.0
39,12,Urban,Silver,30,4.51,Afternoon,Premium,140,445.1368684,3.25,low_demand,low_supply,0.975,1.0909090909090908,17.120648784615383,17.120648784615383,3.0676878612716765,1.0594298204292363,3.4975039660000005,1209.289027500578,2146.0
38,28,Rural,Silver,35,3.93,Afternoon,Premium,54,244.5361718,1.36,low_demand,low_supply,0.95,2.5454545454545454,9.652743623684211,5.14812993263158,3.511265060240964,0.3873247894041553,4.981292388518519,152.38664721007498,583.0
46,14,Suburban,Silver,21,4.71,Afternoon,Economy,15,47.31430863,3.29,low_demand,low_supply,1.15,1.2727272727272727,1.0285719267391304,1.0285719267391304,3.130776397515528,1.0508575453075557,3.4697159662000003,0.4602498447316289,-707.0
33,7,Suburban,Gold,49,4.31,Evening,Premium,22,129.8082629,4.71,low_demand,low_supply,0.825,0.6363636363636364,5.900375586363635,3.933583724242424,3.130776397515528,1.5044191606074733,7.670488262272728,77.46790713959494,29.0
31,7,Suburban,Silver,24,4.82,Evening,Premium,87,382.9481103,4.43,low_demand,low_supply,0.775,0.6363636363636364,18.529747272580646,12.353164848387097,3.130776397515528,1.4149844759004473,5.722213142413794,1681.4351187003122,2792.0
96,45,Urban,Regular,6,4.95,Afternoon,Premium,11,82.77279318,2.13,high_demand,high_supply,1.1851851851851851,1.1842105263157894,1.2933248934375,1.2933248934375,3.0676878612716765,0.6943340053890071,8.277279318,2.8850410345098,-572.0
22,11,Suburban,Silver,79,4.48,Night,Economy,15,64.07117256,2.0,low_demand,low_supply,0.55,1.0,2.9123260254545453,2.9123260254545453,3.130776397515528,0.6388191764787573,5.979976105599999,8.18094744262826,-426.0
74,16,Rural,Regular,6,3.97,Morning,Economy,139,390.6687658,4.62,low_demand,low_supply,1.85,1.4545454545454546,5.279307645945946,4.223446116756757,3.511265060240964,1.3157650934170568,2.810566660431655,74.60745812520592,-258.0
24,12,Urban,Regular,10,3.6,Evening,Premium,45,212.166525,2.0,low_demand,low_supply,0.6,1.0909090909090908,13.260407812500002,13.260407812500002,3.0676878612716765,0.6519568125718377,6.129255166666667,575.6517454192649,1799.0
48,19,Suburban,Gold,72,3.81,Night,Premium,65,235.6581337,2.53,low_demand,low_supply,1.2,1.7272727272727273,7.364316678125,4.909544452083334,3.130776397515528,0.8081062582456279,5.075713648923077,114.60170879278562,91.0
56,13,Rural,Regular,36,4.81,Evening,Economy,162,406.5574981,4.31,low_demand,low_supply,1.4,1.1818181818181819,7.259955323214285,5.807964258571428,3.511265060240964,1.2274778252440508,3.26249844154321,170.4377945216459,-268.0
72,33,Rural,Gold,66,4.39,Morning,Premium,30,182.4744271,2.18,low_demand,low_supply,1.8,3.0,3.8015505645833336,2.0274936344444447,3.511265060240964,0.6208588536037195,6.082480903333334,21.535974739518007,-5.0
97,75,Urban,Silver,76,4.7,Night,Economy,158,652.6172973,1.29,high_demand,high_supply,1.1975308641975309,1.9736842105263157,6.728013374226804,10.092020061340206,3.0676878612716765,0.4205121441088353,5.78268491278481,645.0814599314141,237.0
62,33,Suburban,Regular,39,3.91,Evening,Premium,129,403.2270984,1.88,low_demand,low_supply,1.55,3.0,9.755494316129031,6.503662877419354,3.130776397515528,0.6004900258900318,4.063528898604651,261.7109320752331,405.0
57,38,Suburban,Silver,54,4.1,Night,Premium,131,537.7848595,1.5,low_demand,low_supply,1.425,3.4545454545454546,14.152233144736842,9.434822096491228,3.130776397515528,0.47911438235906795,5.747319109160306,1038.9486231351107,1917.0
25,7,Suburban,Silver,13,3.99,Morning,Premium,81,286.1314526,3.57,low_demand,low_supply,0.625,0.6363636363636364,17.167887156,11.445258103999999,3.130776397515528,1.1402922300145817,3.532487069135802,526.2916934990401,1974.0
75,56,Suburban,Gold,94,4.79,Evening,Premium,153,485.0546633,1.34,low_demand,high_supply,1.875,1.4736842105263157,9.701093266,6.467395510666667,3.130776397515528,0.4280088482407674,4.121379492091504,315.7511130482845,212.0
39,9,Urban,Gold,39,4.64,Afternoon,Premium,48,171.0859835,4.33,low_demand,low_supply,0.975,0.8181818181818182,6.580230134615384,6.580230134615384,3.0676878612716765,1.4114864992180287,3.9207204552083335,97.36231560986057,-68.0
35,24,Suburban,Gold,73,3.76,Evening,Premium,105,485.8784537,1.46,low_demand,low_supply,0.875,2.1818181818181817,20.823362301428574,13.882241534285715,3.130776397515528,0.4663379988294928,6.015637998190476,2127.067567730226,3477.0
68,32,Suburban,Regular,34,3.58,Morning,Economy,77,294.7328865,2.12,low_demand,low_supply,1.7,2.909090909090909,4.334307154411765,4.334307154411765,3.130776397515528,0.6771483270674827,3.827699824675325,53.3540435081339,277.0
96,43,Rural,Silver,97,3.68,Morning,Premium,91,392.8387204,2.23,high_demand,high_supply,1.1851851851851851,1.131578947368421,6.13810500625,3.2736560033333335,3.511265060240964,0.6350987355671075,4.316909015384615,85.78592491667322,-929.0
28,11,Suburban,Gold,52,4.33,Afternoon,Premium,94,456.1809468,2.55,low_demand,low_supply,0.7,1.0,24.438265007142856,16.29217667142857,3.130776397515528,0.8144944500104154,5.338287675319149,2569.369065778145,4400.0
25,15,Rural,Gold,65,4.88,Evening,Premium,101,502.5293208,1.67,low_demand,low_supply,0.625,1.3636363636363635,30.151759247999998,16.0809382656,3.511265060240964,0.47561205757716124,6.468199178613862,3967.622387881372,5812.0
28,6,Suburban,Regular,2,4.29,Morning,Economy,89,244.2176617,4.67,low_demand,low_supply,0.7,0.5454545454545454,8.722059346428571,8.722059346428571,3.130776397515528,1.4916427770778982,2.744018670786517,155.35954477085755,299.0
73,17,Rural,Regular,14,4.81,Evening,Premium,170,634.7265312,4.29,low_demand,low_supply,1.825,1.5454545454545454,13.042325983561643,6.9559071912328765,3.511265060240964,1.2217818724586957,4.853791120941176,936.9253383013474,1100.0
36,18,Urban,Silver,88,3.73,Night,Premium,92,345.4067683,2.0,low_demand,low_supply,0.9,1.6363636363636365,14.391948679166667,14.391948679166667,3.0676878612716765,0.6519568125718377,5.2561899523913045,946.678682932963,1947.0
56,10,Urban,Silver,55,4.5,Night,Economy,45,151.1521296,5.6,low_demand,low_supply,1.4,0.9090909090909091,2.6991451714285715,4.048717757142857,3.0676878612716765,1.8254790752011454,4.702510698666666,23.671378131491128,162.0
97,81,Suburban,Regular,52,4.56,Evening,Economy,125,530.7599939,1.2,high_demand,high_supply,1.1975308641975309,2.1315789473684212,5.47175251443299,5.47175251443299,3.130776397515528,0.38329150588725436,5.5199039365600004,220.82289129688118,-188.0
63,9,Rural,Regular,89,3.87,Afternoon,Premium,166,482.8501642,7.0,low_demand,low_supply,1.575,0.8181818181818182,11.49643248095238,6.131430656507937,3.511265060240964,1.9935834748743286,3.199609521807229,365.0586955775103,387.0
78,33,Urban,Silver,35,4.46,Morning,Premium,116,355.9595075,2.36,low_demand,low_supply,1.95,3.0,6.845375144230769,6.845375144230769,3.0676878612716765,0.7693090388347684,3.068616443965517,128.85438777475514,164.0
29,10,Suburban,Regular,25,3.77,Afternoon,Economy,91,303.9609626,2.9,low_demand,low_supply,0.725,0.9090909090909091,10.481412503448276,10.481412503448276,3.130776397515528,0.926287805894198,3.6742533940659348,325.13553392711276,1015.0
73,33,Suburban,Silver,60,3.88,Night,Premium,161,514.8771742,2.21,low_demand,low_supply,1.825,3.0,10.579667963013698,7.053111975342466,3.130776397515528,0.7058951900090268,4.477192819130435,433.0357517079817,708.0
94,29,Urban,Regular,67,3.59,Evening,Premium,96,361.132355,3.24,high_demand,low_supply,1.1604938271604939,2.6363636363636362,5.762750345744681,5.762750345744681,3.0676878612716765,1.056170036366377,4.890333973958334,155.418396657576,-396.0
54,28,Suburban,Silver,83,4.49,Night,Economy,32,80.26246462,1.93,low_demand,low_supply,1.35,2.5454545454545454,1.4863419374074074,1.4863419374074074,3.130776397515528,0.6164605053020007,3.511482827125,1.5674799815151275,-489.0
67,6,Rural,Gold,15,3.53,Night,Economy,123,420.6239113,11.17,low_demand,low_supply,1.675,0.5454545454545454,6.277968825373134,5.022375060298508,3.511265060240964,3.181189630620893,4.787589234308943,193.49728257949232,613.0
23,8,Urban,Silver,27,4.73,Afternoon,Economy,117,520.8926706,2.88,low_demand,low_supply,0.575,0.7272727272727273,22.647507417391303,33.97126112608696,3.0676878612716765,0.9388178101034462,4.897281518461538,5200.8375774546685,4911.0
70,14,Urban,Silver,16,4.3,Morning,Economy,53,183.075791,5.0,low_demand,low_supply,1.75,1.2727272727272727,2.615368442857143,3.9230526642857146,3.0676878612716765,1.6298920314295942,3.45426020754717,19.7732802108712,142.0
20,10,Rural,Silver,70,4.92,Evening,Economy,65,190.1374636,2.0,low_demand,low_supply,0.5,0.9090909090909091,9.50687318,7.605498544,3.511265060240964,0.5695952785355225,3.802749272,131.6110262480549,493.0
95,84,Suburban,Gold,18,3.86,Afternoon,Premium,112,522.3021029,1.13,high_demand,high_supply,1.1728395061728396,2.210526315789474,8.24687530894737,5.4979168726315795,3.130776397515528,0.3609328347104978,5.129752796339286,305.8210027899603,-87.0
43,16,Urban,Silver,40,4.89,Night,Premium,106,410.6863449,2.69,low_demand,low_supply,1.075,1.4545454545454546,14.326267845348836,14.326267845348836,3.0676878612716765,0.8768819129091217,5.424159272264151,1211.5650135044507,1974.0
97,55,Suburban,Silver,94,4.62,Evening,Premium,150,584.9958711,1.76,high_demand,high_supply,1.1975308641975309,1.4473684210526316,9.046327903608248,6.030885269072165,3.130776397515528,0.5621608753013064,5.069964216200001,407.3545640850743,-376.0
32,20,Rural,Silver,44,3.55,Night,Economy,68,301.6226264,1.6,low_demand,low_supply,0.8,1.8181818181818181,9.425707075,7.54056566,3.511265060240964,0.455676222828418,6.209877602352941,335.14004364873426,1194.0
95,25,Suburban,Regular,72,4.16,Morning,Premium,128,413.587084,3.8,high_demand,low_supply,1.1728395061728396,2.272727272727273,6.530322378947368,4.353548252631579,3.130776397515528,1.2137564353096388,3.23114909375,127.35921366228439,-966.0
47,15,Urban,Gold,14,4.84,Night,Economy,89,273.1181046,3.13,low_demand,low_supply,1.175,1.3636363636363635,5.811023502127659,8.716535253191488,3.0676878612716765,1.020312411674926,4.296239847640449,157.49741341163246,398.0
25,11,Rural,Silver,33,3.85,Night,Economy,94,247.1745627,2.27,low_demand,low_supply,0.625,1.0,9.886982508,7.9095860064,3.511265060240964,0.646490641137818,3.681323274255319,179.13759902667334,502.0
37,22,Rural,Regular,76,4.72,Afternoon,Economy,69,213.4432508,1.68,low_demand,low_supply,0.925,2.0,5.768736508108108,4.614989206486487,3.511265060240964,0.4784600339698388,3.4027184910144928,48.67672372673539,-128.0
59,39,Suburban,Gold,49,3.78,Morning,Premium,98,295.7943802,1.51,low_demand,high_supply,1.475,1.0263157894736843,7.520196106779661,5.013464071186441,3.130776397515528,0.4823084782414617,3.018310002040816,84.73880472895856,-437.0
42,20,Urban,Silver,88,4.64,Night,Premium,29,145.0698092,2.1,low_demand,low_supply,1.05,1.8181818181818181,5.181064614285715,5.181064614285715,3.0676878612716765,0.6845546532004296,7.003370099310345,68.65681205752162,180.0
53,11,Rural,Regular,2,3.5,Afternoon,Premium,81,297.0186264,4.82,low_demand,low_supply,1.325,1.0,8.406187539622643,4.483300021132076,3.511265060240964,1.3727246212706092,4.0335862844444454,151.3562412567785,120.0
79,64,Rural,Regular,91,4.57,Night,Economy,164,666.6870291,1.23,low_demand,high_supply,1.975,1.6842105263157894,8.439076317721518,6.751261054177215,3.511265060240964,0.3503010962993463,5.691230736219512,544.2137548022166,854.0
59,23,Urban,Gold,41,4.97,Evening,Premium,91,449.5456339,2.57,low_demand,low_supply,1.475,2.090909090909091,11.42912628559322,11.42912628559322,3.0676878612716765,0.8377645041548114,6.422080484285714,999.3404927609682,1744.0
40,29,Urban,Regular,72,4.3,Afternoon,Economy,147,624.98601,1.38,low_demand,low_supply,1.0,2.6363636363636362,15.624650249999998,23.436975374999996,3.0676878612716765,0.449850200674568,4.67676606122449,2694.5690070211476,2930.0
76,40,Suburban,Silver,77,4.17,Morning,Economy,28,96.03520852,1.9,low_demand,high_supply,1.9,1.0526315789473684,1.263621164736842,1.263621164736842,3.130776397515528,0.6068782176548194,3.4298288757142856,1.3240311975722192,-319.0
41,26,Urban,Regular,96,3.91,Night,Economy,169,637.7593916,1.58,low_demand,low_supply,1.025,2.3636363636363638,15.55510711219512,23.332660668292682,3.0676878612716765,0.5150458819317518,5.283213894911242,3078.6039836602076,2739.0
83,14,Urban,Regular,80,4.77,Night,Premium,64,295.588711,5.93,high_demand,low_supply,1.0246913580246915,1.2727272727272727,5.341964656626506,5.341964656626506,3.0676878612716765,1.9330519492754987,6.466003053124999,182.83283325156017,-93.0
44,17,Rural,Regular,15,4.0,Evening,Economy,98,353.3385451,2.59,low_demand,low_supply,1.1,1.5454545454545454,8.030421479545454,6.424337183636364,3.511265060240964,0.7376258857035015,4.687143965612245,215.09359384584218,484.0
91,73,Urban,Gold,61,4.39,Night,Economy,15,62.25429042,1.25,high_demand,high_supply,1.123456790123457,1.9210526315789473,0.6841130815384615,1.0261696223076924,3.0676878612716765,0.40747300785739854,5.8104004391999995,0.6392693756052978,-336.0
54,16,Suburban,Regular,8,4.5,Afternoon,Premium,67,266.0685899,3.38,low_demand,low_supply,1.35,1.4545454545454546,7.39079416388889,4.92719610925926,3.130776397515528,1.0796044082490996,4.368290281940299,112.15895335610988,149.0
59,37,Rural,Silver,86,4.67,Night,Premium,95,340.1282671,1.59,low_demand,low_supply,1.475,3.3636363636363638,8.647328824576272,4.611908706440679,3.511265060240964,0.4528282464357404,5.012416567789474,171.16464287207305,424.0
72,43,Suburban,Gold,28,4.87,Afternoon,Economy,132,443.2581554,1.67,low_demand,high_supply,1.8,1.131578947368421,6.156363269444444,6.156363269444444,3.130776397515528,0.5334140123597623,3.693817961666667,156.22200229325833,192.0
47,9,Rural,Gold,49,4.44,Evening,Economy,96,265.0552744,5.22,low_demand,low_supply,1.175,0.8181818181818182,5.639473923404255,4.5115791387234045,3.511265060240964,1.4866436769777136,3.589290174166666,73.76458918095378,-254.0
32,22,Rural,Silver,49,4.65,Night,Economy,60,221.4343855,1.45,low_demand,low_supply,0.8,2.0,6.919824546875,5.5358596375,3.511265060240964,0.41295657693825377,5.166802328333333,110.33379604340203,395.0
45,13,Rural,Regular,96,4.84,Night,Economy,112,393.2308288,3.46,low_demand,low_supply,1.125,1.1818181818181819,8.738462862222223,6.990770289777778,3.511265060240964,0.9853998318664539,4.915385359999999,312.89822618602165,672.0
72,45,Urban,Silver,82,4.42,Night,Premium,40,151.5804041,1.6,low_demand,high_supply,1.8,1.1842105263157894,3.157925085416667,3.157925085416667,3.0676878612716765,0.5215654500574701,5.3053141435,20.189209336426345,-251.0
56,15,Urban,Gold,34,4.72,Night,Premium,78,313.9950046,3.73,low_demand,low_supply,1.4,1.3636363636363635,8.410580480357144,8.410580480357144,3.0676878612716765,1.2158994554464773,5.635807774871795,419.62298829064196,802.0
42,22,Rural,Silver,67,3.81,Afternoon,Premium,82,366.1515261,1.91,low_demand,low_supply,1.05,2.0,13.076840217857145,6.974314782857144,3.511265060240964,0.5439634910014239,4.911788764756098,412.92044989337387,1343.0
52,14,Suburban,Silver,87,3.54,Afternoon,Premium,98,425.9735688,3.71,low_demand,low_supply,1.3,1.2727272727272727,12.287699100000001,8.1917994,3.130776397515528,1.1850095723680947,4.781335976326531,543.2749558200612,1301.0
81,23,Urban,Gold,39,4.3,Evening,Economy,143,359.053128,3.52,low_demand,low_supply,2.025,2.090909090909091,4.432754666666667,6.649132,3.0676878612716765,1.1474439901264344,3.264119345454546,91.53797243361718,75.0
77,25,Rural,Regular,70,4.27,Afternoon,Premium,52,260.3441798,3.08,low_demand,low_supply,1.925,2.272727272727273,5.071639866233767,2.7048745953246756,3.511265060240964,0.8771767289447047,5.507280726538462,52.12169420033437,221.0
27,6,Urban,Gold,2,4.42,Night,Economy,86,320.3017092,4.5,low_demand,low_supply,0.675,0.5454545454545454,11.863026266666667,17.7945394,3.0676878612716765,1.4669028282866348,5.214213870697674,1074.4001847268237,1984.0
74,34,Rural,Regular,18,4.66,Morning,Premium,140,454.4921215,2.18,low_demand,low_supply,1.85,3.090909090909091,9.212678138513514,4.913428340540541,3.511265060240964,0.6208588536037195,3.2463722964285715,168.13444991226203,163.0
92,69,Urban,Silver,88,4.69,Afternoon,Economy,18,45.1150237,1.33,high_demand,high_supply,1.1358024691358024,1.8157894736842106,0.4903806923913044,0.7355710385869566,3.0676878612716765,0.4335512803602721,2.757029226111112,0.11294890976552391,-819.0
77,34,Rural,Gold,33,4.13,Night,Premium,48,223.6621143,2.26,low_demand,low_supply,1.925,3.090909090909091,4.357054174675325,2.3237622264935065,3.511265060240964,0.6436426647451403,6.52347833375,37.189282327591314,223.0
66,6,Rural,Regular,23,4.2,Evening,Economy,45,173.1577543,11.0,low_demand,low_supply,1.65,0.5454545454545454,2.6236023378787876,2.09888187030303,3.511265060240964,3.1327740319453734,5.002335124222222,14.535717303091548,221.0
77,39,Urban,Regular,23,4.29,Morning,Economy,167,592.2404996,1.97,low_demand,high_supply,1.925,1.0263157894736843,7.69143505974026,11.53715258961039,3.0676878612716765,0.6421774603832601,3.546350297005988,469.1883802049608,605.0
35,16,Urban,Regular,31,4.75,Afternoon,Premium,113,379.3078104,2.19,low_demand,low_supply,0.875,1.4545454545454546,16.256049017142857,16.256049017142857,3.0676878612716765,0.7138927097661623,3.6923769153982304,931.7283546622987,2088.0
48,38,Rural,Gold,40,3.7,Evening,Premium,80,360.7111703,1.26,low_demand,low_supply,1.2,3.4545454545454546,11.272224071875,6.011852838333334,3.511265060240964,0.3588450254773792,5.861556517375,360.70486684350504,1158.0
61,18,Rural,Gold,84,3.93,Evening,Premium,58,203.4926184,3.39,low_demand,low_supply,1.525,1.6363636363636365,5.00391684590164,2.668755651147541,3.511265060240964,0.9654639971177106,4.561041446896552,32.84501533721471,-494.0
71,21,Suburban,Silver,82,4.88,Afternoon,Premium,126,553.5451308,3.38,low_demand,low_supply,1.775,1.9090909090909092,11.694615439436621,7.796410292957747,3.130776397515528,1.0796044082490996,4.832536856190477,646.3187205618585,1334.0
95,7,Rural,Gold,40,4.68,Evening,Economy,95,283.4664425,13.57,high_demand,low_supply,1.1728395061728396,0.6363636363636364,2.9838572894736846,2.387085831578948,3.511265060240964,3.86470396486352,3.87901447631579,23.867386795896376,-569.0
76,44,Suburban,Gold,20,3.56,Afternoon,Premium,105,435.1453451,1.73,low_demand,high_supply,1.9,1.1578947368421053,8.588394969078948,5.725596646052631,3.130776397515528,0.552578587654125,4.558665520095238,245.5649213011319,506.0
32,13,Suburban,Regular,21,4.64,Afternoon,Economy,156,685.7681265,2.46,low_demand,low_supply,0.8,1.1818181818181819,21.430253953125,21.430253953125,3.130776397515528,0.7857475870688714,4.83554448173077,3833.882628312434,3932.0
49,30,Rural,Silver,57,4.83,Evening,Economy,154,630.8608869,1.63,low_demand,low_supply,1.225,2.727272727272727,12.87471197755102,10.299769582040817,3.511265060240964,0.4642201520064508,5.325449045259741,1121.5441296700824,1687.0
38,17,Urban,Silver,92,4.41,Afternoon,Premium,138,546.1568748,2.24,low_demand,low_supply,0.95,1.5454545454545454,21.558824005263155,21.558824005263155,3.0676878612716765,0.7301916300804583,4.353424364347826,2782.0186820063477,3618.0
92,35,Suburban,Regular,46,4.72,Morning,Economy,45,115.3570025,2.63,high_demand,low_supply,1.1358024691358024,3.1818181818181817,1.2538804619565216,1.2538804619565216,3.130776397515528,0.8400472170695658,2.5634889444444444,1.23204217851202,-938.0
40,29,Suburban,Silver,26,4.26,Night,Economy,152,404.0498951,1.38,low_demand,low_supply,1.0,2.6363636363636362,10.1012473775,10.1012473775,3.130776397515528,0.44078523177034246,3.7215121917105263,386.2477458858975,664.0
55,42,Suburban,Silver,24,4.49,Afternoon,Economy,45,156.0383299,1.31,low_demand,high_supply,1.375,1.105263157894737,2.8370605436363636,2.8370605436363636,3.130776397515528,0.418426560593586,3.814270286444445,12.05983775811229,-331.0
58,34,Rural,Gold,19,4.55,Morning,Premium,131,501.2629551,1.71,low_demand,low_supply,1.45,3.090909090909091,12.963697114655172,6.913971794482759,3.511265060240964,0.4870039631478717,3.826434771755725,432.7906832061868,1065.0
34,5,Urban,Regular,26,4.85,Evening,Premium,152,562.4369765,6.8,low_demand,low_supply,0.85,0.45454545454545453,24.813396022058825,24.813396022058825,3.0676878612716765,2.2166531627442483,4.810316246381579,5584.0375209542935,4428.0
70,47,Suburban,Silver,3,3.66,Morning,Premium,53,216.8024751,1.49,low_demand,high_supply,1.75,1.236842105263158,4.6457673235714285,3.097178215714286,3.130776397515528,0.47592028647667417,4.090612737735849,32.12460177506637,-438.0
51,24,Rural,Gold,25,4.68,Afternoon,Premium,16,120.0906902,2.12,low_demand,low_supply,1.275,2.1818181818181817,3.532079123529412,1.8837755325490197,3.511265060240964,0.6037709952476539,8.25623495125,16.607813501455684,-107.0
88,56,Rural,Regular,11,4.36,Afternoon,Economy,60,221.1576533,1.57,high_demand,high_supply,1.0864197530864197,1.4736842105263157,2.5131551511363637,2.010524120909091,3.511265060240964,0.44713229365038515,4.0545569771666665,11.406055196876338,-860.0
25,8,Suburban,Silver,83,3.53,Evening,Economy,121,492.7012709,3.12,low_demand,low_supply,0.625,0.7272727272727273,19.708050835999998,19.708050835999998,3.130776397515528,0.9965579153068613,5.293484728677686,2684.4207606555183,3545.0
34,19,Rural,Regular,51,4.2,Night,Premium,166,754.23448,1.79,low_demand,low_supply,0.85,1.7272727272727273,33.27505058823529,17.746693647058823,3.511265060240964,0.5097877742892926,6.361013686746987,7132.312914428739,6384.0
40,15,Urban,Regular,90,3.62,Night,Premium,42,211.5277288,2.67,low_demand,low_supply,1.0,1.3636363636363635,7.93228983,7.93228983,3.0676878612716765,0.8703623447834032,7.050924293333333,248.68431840413496,816.0
26,7,Suburban,Gold,58,4.91,Afternoon,Economy,161,460.7592754,3.71,low_demand,low_supply,0.65,0.6363636363636364,17.72151059230769,17.72151059230769,3.130776397515528,1.1850095723680947,3.1480447387577644,1207.1308632019502,2388.0
81,42,Suburban,Regular,88,4.14,Afternoon,Economy,47,164.1074735,1.93,low_demand,high_supply,2.025,1.105263157894737,2.0260181913580246,2.0260181913580246,3.130776397515528,0.6164605053020007,3.8408132095744687,6.513279670000743,-10.0
80,56,Suburban,Gold,63,4.57,Night,Premium,43,213.696213,1.43,low_demand,high_supply,2.0,1.4736842105263157,4.006803993749999,2.6712026625,3.130776397515528,0.4567557111823114,6.9575511209302325,40.06080466232236,167.0
64,19,Rural,Gold,86,4.68,Night,Premium,171,732.9893961,3.37,low_demand,low_supply,1.6,1.7272727272727273,17.179438971093752,9.16236745125,3.511265060240964,0.9597680443323554,6.00108277508772,1834.771075982031,2303.0
45,18,Rural,Gold,68,4.07,Morning,Economy,136,350.6012026,2.5,low_demand,low_supply,1.125,1.6363636363636365,7.791137835555556,6.232910268444446,3.511265060240964,0.7119940981694031,2.5779500191176474,110.49462600482579,-219.0
84,49,Urban,Regular,32,4.25,Night,Premium,53,192.8798062,1.71,high_demand,high_supply,1.037037037037037,1.2894736842105263,3.444282253571428,3.444282253571428,3.0676878612716765,0.5574230747489212,5.094938276981131,29.348415267713055,-948.0
34,16,Urban,Silver,47,4.12,Evening,Economy,93,294.1158059,2.12,low_demand,low_supply,0.85,1.4545454545454546,8.650464879411764,12.975697319117646,3.0676878612716765,0.6910742213261479,4.111296211505376,341.6872593352138,849.0
