Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,d_s_ratio,demand_class,supply_class,demand_metric,supply_metric,adjusted_price,predicted_price_model1
62,33,Suburban,Regular,39,3.91,Evening,Premium,129,403.2270984,1.88,low_demand,low_supply,1.55,3.0,403.2270984,488.41643579621444
57,38,Suburban,Silver,54,4.1,Night,Premium,131,537.7848595,1.5,low_demand,low_supply,1.425,3.4545454545454546,537.7848595,501.16809003728883
25,7,Suburban,Silver,13,3.99,Morning,Premium,81,286.1314526,3.57,low_demand,low_supply,0.625,0.6363636363636364,286.1314526,301.95121250197644
75,56,Suburban,Gold,94,4.79,Evening,Premium,153,485.0546633,1.34,low_demand,high_supply,1.875,1.4736842105263157,485.0546633,555.3382221572506
39,9,Urban,Gold,39,4.64,Afternoon,Premium,48,171.0859835,4.33,low_demand,low_supply,0.975,0.8181818181818182,171.0859835,183.81218628312493
35,24,Suburban,Gold,73,3.76,Evening,Premium,105,485.8784537,1.46,low_demand,low_supply,0.875,2.1818181818181817,485.8784537,400.65346063567205
68,32,Suburban,Regular,34,3.58,Morning,Economy,77,294.7328865,2.12,low_demand,low_supply,1.7,2.909090909090909,294.7328865,301.79745745269355
96,43,Rural,Silver,97,3.68,Morning,Premium,91,392.8387204,2.23,high_demand,high_supply,1.1851851851851851,1.131578947368421,392.8387204,337.74497008304724
28,11,Suburban,Gold,52,4.33,Afternoon,Premium,94,456.1809468,2.55,low_demand,low_supply,0.7,1.0,456.1809468,351.1198307689794
25,15,Rural,Gold,65,4.88,Evening,Premium,101,502.5293208,1.67,low_demand,low_supply,0.625,1.3636363636363635,502.5293208,380.264821476482
28,6,Suburban,Regular,2,4.29,Morning,Economy,89,244.2176617,4.67,low_demand,low_supply,0.7,0.5454545454545454,244.2176617,328.7756366168334
73,17,Rural,Regular,14,4.81,Evening,Premium,170,634.7265312,4.29,low_demand,low_supply,1.825,1.5454545454545454,634.7265312,616.7827753042073
36,18,Urban,Silver,88,3.73,Night,Premium,92,345.4067683,2.0,low_demand,low_supply,0.9,1.6363636363636365,345.4067683,348.8024333589656
56,10,Urban,Silver,55,4.5,Night,Economy,45,151.1521296,5.6,low_demand,low_supply,1.4,0.9090909090909091,151.1521296,170.5295644527625
97,81,Suburban,Regular,52,4.56,Evening,Economy,125,530.7599939,1.2,high_demand,high_supply,1.1975308641975309,2.1315789473684212,530.7599939,468.377561273637
63,9,Rural,Regular,89,3.87,Afternoon,Premium,166,482.8501642,7.0,low_demand,low_supply,1.575,0.8181818181818182,482.8501642,597.3160667811906
78,33,Urban,Silver,35,4.46,Morning,Premium,116,355.9595075,2.36,low_demand,low_supply,1.95,3.0,355.9595075,438.9524383214581
29,10,Suburban,Regular,25,3.77,Afternoon,Economy,91,303.9609626,2.9,low_demand,low_supply,0.725,0.9090909090909091,303.9609626,339.3475386156989
73,33,Suburban,Silver,60,3.88,Night,Premium,161,514.8771742,2.21,low_demand,low_supply,1.825,3.0,514.8771742,599.6114917346745
94,29,Urban,Regular,67,3.59,Evening,Premium,96,361.132355,3.24,high_demand,low_supply,1.1604938271604939,2.6363636363636362,433.358826,370.9469380402855
54,28,Suburban,Silver,83,4.49,Night,Economy,32,80.26246462,1.93,low_demand,low_supply,1.35,2.5454545454545454,80.26246462,141.43378324723054
67,6,Rural,Gold,15,3.53,Night,Economy,123,420.6239113,11.17,low_demand,low_supply,1.675,0.5454545454545454,420.6239113,441.1946747823058
23,8,Urban,Silver,27,4.73,Afternoon,Economy,117,520.8926706,2.88,low_demand,low_supply,0.575,0.7272727272727273,520.8926706,430.9811120000442
70,14,Urban,Silver,16,4.3,Morning,Economy,53,183.075791,5.0,low_demand,low_supply,1.75,1.2727272727272727,183.075791,199.65763547075346
20,10,Rural,Silver,70,4.92,Evening,Economy,65,190.1374636,2.0,low_demand,low_supply,0.5,0.9090909090909091,190.1374636,249.01465797409634
95,84,Suburban,Gold,18,3.86,Afternoon,Premium,112,522.3021029,1.13,high_demand,high_supply,1.1728395061728396,2.210526315789474,522.3021029,423.27542754586665
43,16,Urban,Silver,40,4.89,Night,Premium,106,410.6863449,2.69,low_demand,low_supply,1.075,1.4545454545454546,410.6863449,395.1478282658283
97,55,Suburban,Silver,94,4.62,Evening,Premium,150,584.9958711,1.76,high_demand,high_supply,1.1975308641975309,1.4473684210526316,584.9958711,550.1115250262072
32,20,Rural,Silver,44,3.55,Night,Economy,68,301.6226264,1.6,low_demand,low_supply,0.8,1.8181818181818181,301.6226264,266.359045706525
95,25,Suburban,Regular,72,4.16,Morning,Premium,128,413.587084,3.8,high_demand,low_supply,1.1728395061728396,2.272727272727273,496.30450079999997,480.6567532997654
47,15,Urban,Gold,14,4.84,Night,Economy,89,273.1181046,3.13,low_demand,low_supply,1.175,1.3636363636363635,273.1181046,333.089910589946
25,11,Rural,Silver,33,3.85,Night,Economy,94,247.1745627,2.27,low_demand,low_supply,0.625,1.0,247.1745627,351.74874157199724
37,22,Rural,Regular,76,4.72,Afternoon,Economy,69,213.4432508,1.68,low_demand,low_supply,0.925,2.0,213.4432508,270.70163050143105
59,39,Suburban,Gold,49,3.78,Morning,Premium,98,295.7943802,1.51,low_demand,high_supply,1.475,1.0263157894736843,295.7943802,359.07559323932554
42,20,Urban,Silver,88,4.64,Night,Premium,29,145.0698092,2.1,low_demand,low_supply,1.05,1.8181818181818181,145.0698092,125.93325678714825
53,11,Rural,Regular,2,3.5,Afternoon,Premium,81,297.0186264,4.82,low_demand,low_supply,1.325,1.0,297.0186264,299.76910088516956
79,64,Rural,Regular,91,4.57,Night,Economy,164,666.6870291,1.23,low_demand,high_supply,1.975,1.6842105263157894,666.6870291,595.6506618194264
59,23,Urban,Gold,41,4.97,Evening,Premium,91,449.5456339,2.57,low_demand,low_supply,1.475,2.090909090909091,449.5456339,345.04352885577225
40,29,Urban,Regular,72,4.3,Afternoon,Economy,147,624.98601,1.38,low_demand,low_supply,1.0,2.6363636363636362,624.98601,553.1850733035938
76,40,Suburban,Silver,77,4.17,Morning,Economy,28,96.03520852,1.9,low_demand,high_supply,1.9,1.0526315789473684,96.03520852,107.49506641547742
41,26,Urban,Regular,96,3.91,Night,Economy,169,637.7593916,1.58,low_demand,low_supply,1.025,2.3636363636363638,637.7593916,628.241624734367
83,14,Urban,Regular,80,4.77,Night,Premium,64,295.588711,5.93,high_demand,low_supply,1.0246913580246915,1.2727272727272727,354.7064532,244.75568481370888
44,17,Rural,Regular,15,4.0,Evening,Economy,98,353.3385451,2.59,low_demand,low_supply,1.1,1.5454545454545454,353.3385451,367.48485641361424
91,73,Urban,Gold,61,4.39,Night,Economy,15,62.25429042,1.25,high_demand,high_supply,1.123456790123457,1.9210526315789473,62.25429042,76.7038091148764
54,16,Suburban,Regular,8,4.5,Afternoon,Premium,67,266.0685899,3.38,low_demand,low_supply,1.35,1.4545454545454546,266.0685899,254.51240241211224
59,37,Rural,Silver,86,4.67,Night,Premium,95,340.1282671,1.59,low_demand,low_supply,1.475,3.3636363636363638,340.1282671,372.138190539221
72,43,Suburban,Gold,28,4.87,Afternoon,Economy,132,443.2581554,1.67,low_demand,high_supply,1.8,1.131578947368421,443.2581554,478.0126903289775
47,9,Rural,Gold,49,4.44,Evening,Economy,96,265.0552744,5.22,low_demand,low_supply,1.175,0.8181818181818182,265.0552744,352.3866841326988
32,22,Rural,Silver,49,4.65,Night,Economy,60,221.4343855,1.45,low_demand,low_supply,0.8,2.0,221.4343855,239.8276414248234
45,13,Rural,Regular,96,4.84,Night,Economy,112,393.2308288,3.46,low_demand,low_supply,1.125,1.1818181818181819,393.2308288,413.2442116541662
72,45,Urban,Silver,82,4.42,Night,Premium,40,151.5804041,1.6,low_demand,high_supply,1.8,1.1842105263157894,151.5804041,152.23088577310457
56,15,Urban,Gold,34,4.72,Night,Premium,78,313.9950046,3.73,low_demand,low_supply,1.4,1.3636363636363635,313.9950046,292.1871880440765
42,22,Rural,Silver,67,3.81,Afternoon,Premium,82,366.1515261,1.91,low_demand,low_supply,1.05,2.0,366.1515261,315.7632523550627
52,14,Suburban,Silver,87,3.54,Afternoon,Premium,98,425.9735688,3.71,low_demand,low_supply,1.3,1.2727272727272727,425.9735688,363.04196903038047
81,23,Urban,Gold,39,4.3,Evening,Economy,143,359.053128,3.52,low_demand,low_supply,2.025,2.090909090909091,359.053128,524.8707424016204
77,25,Rural,Regular,70,4.27,Afternoon,Premium,52,260.3441798,3.08,low_demand,low_supply,1.925,2.272727272727273,260.3441798,204.7845057340277
27,6,Urban,Gold,2,4.42,Night,Economy,86,320.3017092,4.5,low_demand,low_supply,0.675,0.5454545454545454,320.3017092,318.34454896840464
74,34,Rural,Regular,18,4.66,Morning,Premium,140,454.4921215,2.18,low_demand,low_supply,1.85,3.090909090909091,454.4921215,525.8387133571324
92,69,Urban,Silver,88,4.69,Afternoon,Economy,18,45.1150237,1.33,high_demand,high_supply,1.1358024691358024,1.8157894736842106,45.1150237,86.17351065426658
77,34,Rural,Gold,33,4.13,Night,Premium,48,223.6621143,2.26,low_demand,low_supply,1.925,3.090909090909091,223.6621143,198.89424868256245
66,6,Rural,Regular,23,4.2,Evening,Economy,45,173.1577543,11.0,low_demand,low_supply,1.65,0.5454545454545454,173.1577543,164.745472564677
77,39,Urban,Regular,23,4.29,Morning,Economy,167,592.2404996,1.97,low_demand,high_supply,1.925,1.0263157894736843,592.2404996,600.0387938248828
35,16,Urban,Regular,31,4.75,Afternoon,Premium,113,379.3078104,2.19,low_demand,low_supply,0.875,1.4545454545454546,379.3078104,421.6532811003345
48,38,Rural,Gold,40,3.7,Evening,Premium,80,360.7111703,1.26,low_demand,low_supply,1.2,3.4545454545454546,360.7111703,322.16250453928615
61,18,Rural,Gold,84,3.93,Evening,Premium,58,203.4926184,3.39,low_demand,low_supply,1.525,1.6363636363636365,203.4926184,222.96663139577973
71,21,Suburban,Silver,82,4.88,Afternoon,Premium,126,553.5451308,3.38,low_demand,low_supply,1.775,1.9090909090909092,553.5451308,464.8258111703147
95,7,Rural,Gold,40,4.68,Evening,Economy,95,283.4664425,13.57,high_demand,low_supply,1.1728395061728396,0.6363636363636364,340.159731,347.0140314381998
76,44,Suburban,Gold,20,3.56,Afternoon,Premium,105,435.1453451,1.73,low_demand,high_supply,1.9,1.1578947368421053,435.1453451,381.67449600454796
32,13,Suburban,Regular,21,4.64,Afternoon,Economy,156,685.7681265,2.46,low_demand,low_supply,0.8,1.1818181818181819,685.7681265,572.0334523478408
49,30,Rural,Silver,57,4.83,Evening,Economy,154,630.8608869,1.63,low_demand,low_supply,1.225,2.727272727272727,630.8608869,577.0486288905055
38,17,Urban,Silver,92,4.41,Afternoon,Premium,138,546.1568748,2.24,low_demand,low_supply,0.95,1.5454545454545454,546.1568748,510.6190057898899
92,35,Suburban,Regular,46,4.72,Morning,Economy,45,115.3570025,2.63,high_demand,low_supply,1.1358024691358024,3.1818181818181817,138.42840299999997,195.7932527743074
40,29,Suburban,Silver,26,4.26,Night,Economy,152,404.0498951,1.38,low_demand,low_supply,1.0,2.6363636363636362,404.0498951,570.9196142748738
55,42,Suburban,Silver,24,4.49,Afternoon,Economy,45,156.0383299,1.31,low_demand,high_supply,1.375,1.105263157894737,156.0383299,172.7286306546334
58,34,Rural,Gold,19,4.55,Morning,Premium,131,501.2629551,1.71,low_demand,low_supply,1.45,3.090909090909091,501.2629551,497.2707305582568
34,5,Urban,Regular,26,4.85,Evening,Premium,152,562.4369765,6.8,low_demand,low_supply,0.85,0.45454545454545453,562.4369765,550.0511006127526
70,47,Suburban,Silver,3,3.66,Morning,Premium,53,216.8024751,1.49,low_demand,high_supply,1.75,1.236842105263158,216.8024751,199.29371548279036
51,24,Rural,Gold,25,4.68,Afternoon,Premium,16,120.0906902,2.12,low_demand,low_supply,1.275,2.1818181818181817,120.0906902,81.62444039745957
88,56,Rural,Regular,11,4.36,Afternoon,Economy,60,221.1576533,1.57,high_demand,high_supply,1.0864197530864197,1.4736842105263157,221.1576533,232.0883819091813
25,8,Suburban,Silver,83,3.53,Evening,Economy,121,492.7012709,3.12,low_demand,low_supply,0.625,0.7272727272727273,492.7012709,444.7494709083897
34,19,Rural,Regular,51,4.2,Night,Premium,166,754.23448,1.79,low_demand,low_supply,0.85,1.7272727272727273,754.23448,612.6148442387614
40,15,Urban,Regular,90,3.62,Night,Premium,42,211.5277288,2.67,low_demand,low_supply,1.0,1.3636363636363635,211.5277288,167.85268400028883
26,7,Suburban,Gold,58,4.91,Afternoon,Economy,161,460.7592754,3.71,low_demand,low_supply,0.65,0.6363636363636364,460.7592754,585.4942311081172
81,42,Suburban,Regular,88,4.14,Afternoon,Economy,47,164.1074735,1.93,low_demand,high_supply,2.025,1.105263157894737,164.1074735,174.3718867503243
80,56,Suburban,Gold,63,4.57,Night,Premium,43,213.696213,1.43,low_demand,high_supply,2.0,1.4736842105263157,213.696213,164.1301361173941
64,19,Rural,Gold,86,4.68,Night,Premium,171,732.9893961,3.37,low_demand,low_supply,1.6,1.7272727272727273,732.9893961,624.0602771798632
45,18,Rural,Gold,68,4.07,Morning,Economy,136,350.6012026,2.5,low_demand,low_supply,1.125,1.6363636363636365,350.6012026,502.97966149717615
84,49,Urban,Regular,32,4.25,Night,Premium,53,192.8798062,1.71,high_demand,high_supply,1.037037037037037,1.2894736842105263,192.8798062,205.8059995925896
34,16,Urban,Silver,47,4.12,Evening,Economy,93,294.1158059,2.12,low_demand,low_supply,0.85,1.4545454545454546,294.1158059,350.92475414955373
67,32,Suburban,Regular,40,4.47,Afternoon,Premium,13,82.52418775,2.09,low_demand,low_supply,1.675,2.909090909090909,82.52418775,75.00496995464876
93,23,Suburban,Silver,34,4.23,Evening,Premium,125,386.1690694,4.04,high_demand,low_supply,1.1481481481481481,2.090909090909091,463.40288327999997,468.37921626868973
100,51,Urban,Silver,56,3.58,Night,Economy,89,310.9003273,1.96,high_demand,high_supply,1.2345679012345678,1.3421052631578947,310.9003273,332.37205330917453
35,22,Suburban,Gold,15,4.23,Morning,Premium,120,373.9628407,1.59,low_demand,low_supply,0.875,2.0,373.9628407,452.0132222771657
36,13,Rural,Silver,31,4.71,Night,Economy,71,221.5511001,2.77,low_demand,low_supply,0.9,1.1818181818181819,221.5511001,269.7077080987236
28,18,Suburban,Regular,100,3.7,Afternoon,Economy,127,531.112701,1.56,low_demand,low_supply,0.7,1.6363636363636365,531.112701,474.62131563263983
21,9,Urban,Gold,10,3.88,Morning,Premium,108,324.9426389,2.33,low_demand,low_supply,0.525,0.8181818181818182,324.9426389,400.4001427565919
26,15,Urban,Regular,35,5.0,Morning,Premium,161,493.4068923,1.73,low_demand,low_supply,0.65,1.3636363636363635,493.4068923,592.8696761975028
97,21,Suburban,Regular,59,3.87,Evening,Premium,174,778.633356,4.62,high_demand,low_supply,1.1975308641975309,1.9090909090909092,934.3600272,639.91975886681
26,15,Urban,Silver,10,3.71,Morning,Premium,171,720.1572086,1.73,low_demand,low_supply,0.65,1.3636363636363635,720.1572086,628.3387581400629
91,56,Urban,Gold,17,4.66,Night,Economy,10,38.23523524,1.62,high_demand,high_supply,1.123456790123457,1.4736842105263157,38.23523524,54.432398960323034
65,48,Rural,Silver,12,4.37,Afternoon,Premium,140,573.5891065,1.35,low_demand,high_supply,1.625,1.263157894736842,573.5891065,509.18978771259845
88,28,Urban,Gold,22,4.99,Night,Premium,154,682.016247,3.14,high_demand,low_supply,1.0864197530864197,2.5454545454545454,818.4194964,576.3668291430768
82,13,Suburban,Gold,32,3.58,Night,Economy,148,516.4367273,6.31,high_demand,low_supply,1.0123456790123457,1.1818181818181819,619.72407276,541.8775669070592
65,40,Urban,Silver,48,3.59,Evening,Economy,121,492.5196024,1.62,low_demand,high_supply,1.625,1.0526315789473684,492.5196024,439.6635347590176
41,6,Urban,Silver,56,4.32,Night,Economy,11,49.234784,6.83,low_demand,low_supply,1.025,0.5454545454545454,49.234784,49.39151731845476
85,36,Rural,Silver,64,4.32,Evening,Economy,152,506.6928861,2.36,high_demand,low_supply,1.0493827160493827,3.272727272727273,608.03146332,576.9590310800086
35,13,Rural,Silver,80,3.8,Afternoon,Economy,93,304.3133395,2.69,low_demand,low_supply,0.875,1.1818181818181819,304.3133395,347.9493253066949
83,29,Urban,Silver,78,4.42,Afternoon,Premium,23,111.1793412,2.86,high_demand,low_supply,1.0246913580246915,2.6363636363636362,133.41520943999998,113.16140839181077
91,31,Urban,Regular,12,4.39,Night,Economy,39,163.2145833,2.94,high_demand,low_supply,1.123456790123457,2.8181818181818183,195.85749995999998,170.92760547609802
44,28,Rural,Regular,31,4.92,Night,Premium,132,402.8569895,1.57,low_demand,low_supply,1.1,2.5454545454545454,402.8569895,498.2209720162234
96,12,Suburban,Gold,15,4.97,Night,Economy,90,289.2351909,8.0,high_demand,low_supply,1.1851851851851851,1.0909090909090908,347.08222908,333.7856192357664
77,46,Suburban,Regular,97,4.2,Afternoon,Premium,25,150.5392948,1.67,low_demand,high_supply,1.925,1.2105263157894737,150.5392948,98.2459528454078
91,80,Rural,Gold,74,4.74,Night,Economy,46,194.9355593,1.14,high_demand,high_supply,1.123456790123457,2.1052631578947367,194.9355593,188.5260857416897
93,42,Rural,Silver,75,4.66,Morning,Economy,160,674.6485036,2.21,high_demand,high_supply,1.1481481481481481,1.105263157894737,674.6485036,582.5253340649299
41,9,Rural,Silver,73,3.51,Morning,Economy,150,551.557234,4.56,low_demand,low_supply,1.025,0.8181818181818182,551.557234,545.1775482285585
61,44,Suburban,Regular,69,4.54,Afternoon,Economy,52,132.2147646,1.39,low_demand,high_supply,1.525,1.1578947368421053,132.2147646,196.832915724069
83,10,Urban,Gold,28,3.91,Afternoon,Economy,23,70.11182411,8.3,high_demand,low_supply,1.0246913580246915,0.9090909090909091,84.134188932,95.64472630452005
59,22,Rural,Regular,79,4.38,Morning,Premium,93,346.2847096,2.68,low_demand,low_supply,1.475,2.0,346.2847096,351.2154146081111
42,31,Suburban,Gold,62,4.95,Night,Premium,13,102.0447303,1.35,low_demand,low_supply,1.05,2.8181818181818183,102.0447303,79.3239626769574
81,16,Suburban,Regular,73,4.89,Night,Economy,125,494.1401793,5.06,low_demand,low_supply,2.025,1.4545454545454546,494.1401793,454.5728804517999
72,19,Rural,Gold,89,4.74,Morning,Premium,45,183.6583147,3.79,low_demand,low_supply,1.8,1.7272727272727273,183.6583147,175.4727492288929
43,9,Rural,Silver,2,4.12,Morning,Economy,126,436.5576476,4.78,low_demand,low_supply,1.075,0.8181818181818182,436.5576476,459.63247769773596
74,33,Urban,Silver,82,4.13,Afternoon,Economy,10,31.36208132,2.24,low_demand,low_supply,1.85,3.0,31.36208132,63.818717467679036
68,45,Rural,Silver,65,4.19,Evening,Economy,112,323.4791093,1.51,low_demand,high_supply,1.7,1.1842105263157894,323.4791093,408.4468234968937
36,13,Urban,Silver,84,4.88,Evening,Premium,140,505.3840569,2.77,low_demand,low_supply,0.9,1.1818181818181819,505.3840569,514.4443735023876
51,5,Urban,Gold,0,4.59,Afternoon,Premium,92,320.8576216,10.2,low_demand,low_supply,1.275,0.45454545454545453,320.8576216,333.67278107362495
63,23,Urban,Silver,48,4.09,Evening,Economy,49,214.5660524,2.74,low_demand,low_supply,1.575,2.090909090909091,214.5660524,195.23483695966314
96,29,Urban,Regular,84,3.65,Night,Economy,176,758.5015334,3.31,high_demand,low_supply,1.1851851851851851,2.6363636363636362,910.2018400799999,654.4925447567268
94,59,Suburban,Regular,84,4.38,Morning,Premium,175,665.7295341,1.59,high_demand,high_supply,1.1604938271604939,1.5526315789473684,665.7295341,640.1623017500239
74,32,Suburban,Regular,2,4.7,Evening,Premium,38,171.0663629,2.31,low_demand,low_supply,1.85,2.909090909090909,171.0663629,162.2102162706739
91,13,Rural,Silver,32,3.6,Morning,Premium,160,647.3526381,7.0,high_demand,low_supply,1.123456790123457,1.1818181818181819,776.82316572,583.5087455299566
69,12,Suburban,Regular,42,4.34,Afternoon,Premium,158,608.12824,5.75,low_demand,low_supply,1.725,1.0909090909090908,608.12824,570.4487715296265
51,20,Rural,Silver,57,3.68,Night,Economy,67,246.9229249,2.55,low_demand,low_supply,1.275,1.8181818181818181,246.9229249,258.82903575982283
45,17,Rural,Gold,10,4.93,Night,Premium,148,430.0665305,2.65,low_demand,low_supply,1.125,1.5454545454545454,430.0665305,544.620629192075
92,34,Suburban,Regular,98,3.99,Night,Economy,140,396.6387527,2.71,high_demand,low_supply,1.1358024691358024,3.090909090909091,475.96650323999995,531.8276005924544
69,36,Suburban,Gold,55,4.74,Morning,Economy,109,436.0114486,1.92,low_demand,low_supply,1.725,3.272727272727273,436.0114486,418.77660527923916
56,14,Suburban,Silver,30,3.67,Night,Economy,48,202.9454569,4.0,low_demand,low_supply,1.4,1.2727272727272727,202.9454569,184.85801158022326
43,26,Rural,Regular,59,4.91,Afternoon,Economy,175,731.7816872,1.65,low_demand,low_supply,1.075,2.3636363636363638,731.7816872,649.1038000312243
86,48,Urban,Silver,37,4.15,Night,Economy,84,216.0505481,1.79,high_demand,high_supply,1.0617283950617284,1.263157894736842,216.0505481,315.28623013264723
61,34,Urban,Gold,82,3.99,Night,Premium,10,83.8683562,1.79,low_demand,low_supply,1.525,3.090909090909091,83.8683562,67.46592825026278
50,36,Suburban,Gold,18,4.61,Night,Economy,145,572.2420493,1.39,low_demand,low_supply,1.25,3.272727272727273,572.2420493,550.4484020249014
73,34,Urban,Regular,95,4.31,Morning,Premium,21,118.8070474,2.15,low_demand,low_supply,1.825,3.090909090909091,118.8070474,103.96627517500752
76,7,Urban,Gold,76,4.35,Morning,Economy,72,245.8935712,10.86,low_demand,low_supply,1.9,0.6363636363636364,245.8935712,259.3375551023695
87,41,Urban,Regular,87,4.36,Night,Economy,87,387.1117403,2.12,high_demand,high_supply,1.0740740740740742,1.0789473684210527,387.1117403,323.9553076985186
53,33,Rural,Regular,40,3.8,Morning,Premium,139,507.9505747,1.61,low_demand,low_supply,1.325,3.0,507.9505747,525.7722501478279
71,8,Suburban,Silver,57,3.68,Night,Economy,75,249.3029746,8.88,low_demand,low_supply,1.775,0.7272727272727273,249.3029746,271.948394993007
32,5,Rural,Gold,80,3.55,Night,Economy,14,45.91711193,6.4,low_demand,low_supply,0.8,0.45454545454545453,45.91711193,60.997043674103026
91,30,Suburban,Gold,34,3.69,Afternoon,Economy,96,424.6120578,3.03,high_demand,low_supply,1.123456790123457,2.727272727272727,509.53446936,372.1794419125169
47,37,Suburban,Gold,64,3.75,Morning,Economy,31,85.9735753,1.27,low_demand,low_supply,1.175,3.3636363636363638,85.9735753,147.65170931890822
23,13,Rural,Silver,42,4.55,Night,Economy,87,328.9669926,1.77,low_demand,low_supply,0.575,1.1818181818181819,328.9669926,329.18351935323017
57,20,Rural,Regular,92,3.74,Morning,Economy,53,172.6294341,2.85,low_demand,low_supply,1.425,1.8181818181818181,172.6294341,207.91449943420318
48,17,Suburban,Silver,2,4.09,Evening,Economy,85,261.9435329,2.82,low_demand,low_supply,1.2,1.5454545454545454,261.9435329,320.5365021509291
