Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Rider_Driver_Ratio,Log_Ride_Duration,Adjusted_Historical_Cost_of_Ride,Expected_Ride_Duration,Log_Ride_Duration,Vehicle_Type_Premium,Vehicle_Type_Economy,Actual_Adjusted_Cost,Predicted_Adjusted_Cost,Error
71,30,Rural,Regular,45,Evening,Premium,53,2.2903225806451615,3.9889840465642745,227.1825700126456,-0.9480501298300692,-0.6543126466440166,True,False,227.1825700126456,227.48823038783206,-0.3056603751864486
97,18,Suburban,Regular,53,Night,Premium,26,5.105263157894737,3.295836866004329,126.4771352873347,-1.4974910482084471,-1.6766313286711327,True,False,126.4771352873347,136.25959769771265,-9.782462410377946
94,50,Suburban,Regular,88,Night,Premium,49,1.8431372549019607,3.912023005428146,250.4603273046531,-1.0294487844046438,-0.7678220315890185,True,False,250.4603273046531,213.69680266883034,36.76352463582276
53,33,Rural,Regular,40,Morning,Premium,139,1.5588235294117647,4.941642422609304,507.9505746530285,0.8020209435232828,0.750757564611383,True,False,507.9505746530285,531.5369588001827,-23.58638414715415
37,22,Rural,Regular,76,Afternoon,Economy,69,1.608695652173913,4.248495242049359,213.4432507972432,-0.6224555115317711,-0.27156111741573175,False,True,213.4432507972432,239.42287216646753,-25.979621369224333
21,11,Rural,Silver,23,Afternoon,Economy,12,1.75,2.5649493574615367,40.442890652890384,-1.782386339219458,-2.7546129974993017,False,True,40.442890652890384,49.19238151675688,-8.749490863866498
59,22,Rural,Regular,79,Morning,Premium,93,2.5652173913043477,4.543294782270004,346.2847096470098,-0.1340635840843241,0.16323698300661416,True,False,346.2847096470098,367.71283547433455,-21.428125827324777
25,7,Suburban,Silver,13,Morning,Premium,81,3.125,4.406719247264253,286.13145256368455,-0.37825954780804766,-0.03819746679008674,True,False,286.13145256368455,325.3265607679996,-39.195108204315034
55,29,Suburban,Gold,92,Morning,Economy,44,1.8333333333333333,3.8066624897703196,181.78093960037765,-1.131197102622862,-0.9232176337438066,False,True,181.78093960037765,152.80608498904448,28.97485461133317
48,23,Rural,Gold,0,Afternoon,Economy,174,2.0,5.1647859739235145,472.56954081275165,1.5142591710508098,1.0798706702841327,False,True,472.56954081275165,613.2939220633745,-140.7243812506228
53,12,Suburban,Gold,79,Night,Premium,154,4.076923076923077,5.043425116919247,663.4393972369916,1.1072658981779373,0.9008762591951962,True,False,663.4393972369916,585.2595452277569,78.17985200923465
37,6,Rural,Gold,59,Evening,Economy,20,5.285714285714286,3.044522437723423,86.17345483820148,-1.619589030070309,-2.0472934943701744,False,True,86.17345483820148,73.28075614384898,12.892698694352504
22,8,Rural,Regular,4,Morning,Economy,122,2.4444444444444446,4.812184355372417,408.129769999122,0.45607666158134114,0.5598206259824505,False,True,408.129769999122,427.05299282220733,-18.923222823085325
64,46,Rural,Silver,51,Evening,Premium,29,1.3617021276595744,3.4011973816621555,144.60138253530263,-1.4364420572775163,-1.5212357265163445,True,False,144.60138253530263,146.09195820312246,-1.4905756678198259
26,11,Urban,Gold,10,Morning,Premium,69,2.1666666666666665,4.248495242049359,314.84471031916905,-0.6224555115317711,-0.27156111741573175,True,False,314.84471031916905,283.17259047405236,31.672119845116697
82,26,Urban,Gold,35,Morning,Economy,114,3.037037037037037,4.74493212836325,289.2390324634591,0.2932793524321921,0.46063071364109326,False,True,289.2390324634591,398.5401044717576,-109.30107200829849
79,24,Urban,Silver,0,Evening,Economy,82,3.16,4.418840607796598,284.8625062809567,-0.357909884164404,-0.020319743744612026,False,True,284.8625062809567,285.1010905534985,-0.23858427254180015
72,19,Rural,Gold,89,Morning,Premium,45,3.6,3.828641396489095,183.658314681842,-1.1108474389792182,-0.8908010740587713,True,False,183.658314681842,199.97427248467724,-16.315957802835243
61,5,Rural,Regular,48,Morning,Economy,29,10.166666666666666,3.4011973816621555,114.16365482248573,-1.4364420572775163,-1.5212357265163445,False,True,114.16365482248573,102.34223989553766,11.821414926948066
25,8,Suburban,Silver,83,Evening,Economy,121,2.7777777777777777,4.804021044733257,492.7012709061221,0.4357269979376975,0.5477806073433173,False,True,492.7012709061221,423.48627186865104,69.21499903747105
93,43,Suburban,Regular,44,Afternoon,Premium,16,2.1136363636363638,2.833213344056216,104.06154127359152,-1.7009876846448835,-2.3589520283682375,True,False,104.06154127359152,104.68070265994783,-0.6191613863563106
25,11,Rural,Silver,33,Night,Economy,94,2.0833333333333335,4.553876891600541,247.1745626508575,-0.11371392044068047,0.17884447354725522,False,True,247.1745626508575,327.50388258611554,-80.32931993525804
67,6,Rural,Gold,15,Night,Economy,123,9.571428571428571,4.820281565605037,420.6239113101238,0.47642632522498474,0.5717631535224477,False,True,420.6239113101238,430.620423082978,-9.996511772854205
26,7,Suburban,Gold,58,Afternoon,Economy,161,3.25,5.087596335232384,460.75927538572495,1.2497135436834426,0.9660241281556367,False,True,460.75927538572495,566.6160724679833,-105.85679708225831
34,24,Urban,Silver,3,Morning,Economy,97,1.36,4.584967478670572,242.75171700488076,-0.05266492950974958,0.22469979675755444,False,True,242.75171700488076,338.13321543885434,-95.38149843397358
98,61,Urban,Silver,91,Night,Economy,95,1.5806451612903225,4.564348191467836,319.94237960548924,-0.09336425679703685,0.19428853186513836,False,True,319.94237960548924,331.0458370745933,-11.103457469104058
79,29,Suburban,Silver,0,Morning,Economy,127,2.6333333333333333,4.852030263919617,406.0855256604135,0.5578249797995593,0.6185891211197159,False,True,406.0855256604135,444.8970133391179,-38.811487678704395
27,11,Suburban,Gold,88,Evening,Premium,144,2.25,4.976733742420574,581.7472844259253,0.903769261741501,0.8025135449084815,True,False,581.7472844259253,549.4319996400895,32.31528478583573
55,19,Suburban,Silver,74,Morning,Economy,173,2.75,5.159055299214529,702.9134159653358,1.4939095074071662,1.0714185320082716,False,True,702.9134159653358,609.7010970916195,93.2123188737163
76,8,Urban,Gold,40,Afternoon,Economy,157,8.444444444444445,5.062595033026967,561.5796822292014,1.1683148891088682,0.9291498552213434,False,True,561.5796822292014,552.2670775627785,9.312604666422885
57,38,Urban,Regular,31,Morning,Premium,64,1.4615384615384615,4.174387269895637,294.8553699465021,-0.7242038297499893,-0.38086252777232155,True,False,294.8553699465021,265.69622773971986,29.159142206782235
77,46,Suburban,Regular,97,Afternoon,Premium,25,1.6382978723404256,3.258096538021482,150.53929481479082,-1.517840711852091,-1.7322943154721855,True,False,150.53929481479082,133.0102604469227,17.52903436786812
72,54,Rural,Regular,68,Afternoon,Economy,74,1.309090909090909,4.31748811353631,220.4983368386397,-0.5207071933135531,-0.16980393881648065,False,True,220.4983368386397,256.9541237887084,-36.4557869500687
64,45,Rural,Gold,22,Night,Premium,118,1.391304347826087,4.77912349311153,404.6018875393623,0.3746780070067666,0.5110593555320293,True,False,404.6018875393623,456.54020138241606,-51.93831384305378
32,15,Urban,Gold,67,Evening,Premium,23,2.0,3.1780538303479458,132.12301879164062,-1.558540039139378,-1.850348832189093,True,False,132.12301879164062,126.56054020081837,5.562478590822252
49,20,Rural,Silver,52,Afternoon,Premium,162,2.3333333333333335,5.093750200806762,510.62689141008207,1.2700632073270863,0.9751004281389802,True,False,510.62689141008207,613.9540745901713,-103.32718318008926
56,15,Urban,Gold,34,Night,Premium,78,3.5,4.3694478524670215,313.9950046053331,-0.4393085387389785,-0.0931688268057726,True,False,313.9950046053331,314.7635526436725,-0.768548038339361
78,33,Urban,Silver,35,Morning,Premium,116,2.2941176470588234,4.762173934797756,355.9595074862448,0.33397867971947937,0.48606055210000704,True,False,355.9595074862448,449.41344405950633,-93.45393657326156
68,23,Suburban,Gold,96,Morning,Economy,105,2.8333333333333335,4.663439094112067,359.128113102171,0.11013237963939944,0.3404371188222289,False,True,359.128113102171,366.52571128988296,-7.397598187711935
57,45,Rural,Gold,78,Afternoon,Premium,112,1.2391304347826086,4.727387818712341,397.6919501475396,0.25258002514490485,0.43475471497526286,True,False,397.6919501475396,435.1694475868353,-37.47749743929569
54,39,Rural,Gold,88,Evening,Economy,42,1.35,3.7612001156935624,147.42638660593482,-1.171896429910149,-0.990269820712855,False,True,147.42638660593482,145.98529168333081,1.4410949226040088
38,13,Urban,Gold,38,Evening,Premium,28,2.7142857142857144,3.367295829986474,145.13756861567325,-1.45679172092116,-1.5712369248184985,True,False,145.13756861567325,142.8014279873928,2.3361406282804467
74,54,Urban,Regular,16,Afternoon,Premium,147,1.3454545454545455,4.997212273764115,617.434678434942,0.9648182526724318,0.8327172098156472,True,False,617.434678434942,560.1752078542719,57.259470580670154
56,20,Urban,Regular,74,Evening,Economy,25,2.6666666666666665,3.258096538021482,88.95619552388446,-1.517840711852091,-1.7322943154721855,False,True,88.95619552388446,89.26054213933787,-0.3043466154534116
25,7,Rural,Regular,24,Evening,Premium,144,3.125,4.976733742420574,494.8027992189699,0.903769261741501,0.8025135449084815,True,False,494.8027992189699,549.4319996400895,-54.62920042111966
44,18,Suburban,Gold,88,Night,Premium,50,2.3157894736842106,3.9318256327243257,199.8397440906976,-1.009099120761,-0.7386152535685836,True,False,199.8397440906976,217.1386249764093,-17.298880885711696
29,13,Suburban,Gold,44,Evening,Premium,87,2.0714285714285716,4.477336814478207,267.7404170012178,-0.2561615659461859,0.06595596593946718,True,False,267.7404170012178,346.4946976131573,-78.75428061193952
27,12,Suburban,Silver,1,Evening,Economy,41,2.076923076923077,3.7376696182833684,119.4823999754907,-1.1922460935537929,-1.0249748123430584,False,True,119.4823999754907,142.58347223359482,-23.101072258104125
63,48,Rural,Regular,88,Morning,Economy,70,1.2857142857142858,4.2626798770413155,212.7407519371268,-0.6021058478881276,-0.250640283058016,False,True,212.7407519371268,242.92497976850018,-30.18422783137339
81,23,Urban,Gold,39,Evening,Economy,143,3.375,4.969813299576001,359.0531279855558,0.8834195980978573,0.7923066246376769,False,True,359.0531279855558,502.10222347015497,-143.04909548459915
76,23,Rural,Regular,64,Night,Premium,115,3.1666666666666665,4.7535901911063645,564.9317250247195,0.3136290160758357,0.473400439235733,True,False,564.9317250247195,445.85123466968656,119.08049035503296
26,12,Rural,Silver,9,Afternoon,Economy,115,2.0,4.7535901911063645,321.37240510655704,0.3136290160758357,0.473400439235733,False,True,321.37240510655704,402.10151636210173,-80.7291112555447
27,6,Urban,Gold,2,Night,Economy,86,3.857142857142857,4.465908118654584,320.30170917475425,-0.2765112295898295,0.04909984998115552,False,True,320.30170917475425,299.21329839776394,21.088410776990315
76,42,Rural,Gold,95,Morning,Economy,180,1.7674418604651163,5.198497031265826,512.6251102173163,1.6363571529126715,1.1295909096192938,False,True,512.6251102173163,634.8580935939478,-122.23298337663152
50,36,Suburban,Gold,18,Night,Economy,145,1.3513513513513513,4.983606621708336,572.2420492964254,0.9241189253851446,0.812650313970314,False,True,572.2420492964254,509.262849587691,62.97919970873443
52,22,Suburban,Gold,72,Morning,Premium,101,2.260869565217391,4.624972813284271,303.803226426852,0.02873372506482493,0.2837034284585318,True,False,303.803226426852,396.0709240680232,-92.2676976411712
96,58,Urban,Silver,25,Morning,Economy,85,1.6271186440677967,4.454347296253507,336.56848365859423,-0.29686089323347314,0.03204886131426038,False,True,336.56848365859423,295.68303530777985,40.885448350814386
75,28,Urban,Gold,49,Night,Economy,163,2.586206896551724,5.099866427824199,684.5607033083106,1.2904128709707299,0.9841212152370293,False,True,684.5607033083106,573.7930439872923,110.7676593210183
55,23,Urban,Gold,46,Afternoon,Premium,150,2.2916666666666665,5.017279836814924,654.676536309137,1.0258672436033627,0.862314740015549,True,False,654.676536309137,570.9228260681832,83.75371024095375
24,6,Urban,Regular,65,Afternoon,Premium,106,3.4285714285714284,4.672828834461906,387.4755378090192,0.13048204328304308,0.35428599139683775,True,False,387.4755378090192,413.82899003526836,-26.353452226249146
80,34,Suburban,Silver,84,Night,Economy,174,2.2857142857142856,5.1647859739235145,561.4385219871201,1.5142591710508098,1.0798706702841327,False,True,561.4385219871201,613.2939220633745,-51.85540007625434
23,10,Urban,Silver,80,Afternoon,Economy,22,2.090909090909091,3.1354942159291497,59.4454065021933,-1.5788897027830218,-1.9131197560858872,False,True,59.4454065021933,79.61319922055537,-20.167792718362072
71,8,Suburban,Silver,57,Night,Economy,75,7.888888888888889,4.330733340286331,249.302974601016,-0.5003575296699094,-0.15026863212549332,False,True,249.302974601016,260.46631194966864,-11.163337348652647
100,22,Suburban,Silver,45,Night,Premium,141,4.3478260869565215,4.955827057601261,551.365137615676,0.8427202708105701,0.7716783989691001,True,False,551.365137615676,538.6933858356109,12.671751780065051
51,27,Urban,Gold,86,Evening,Premium,152,1.8214285714285714,5.030437921392435,472.21573527678265,1.06656657089065,0.8817215212310704,True,False,472.21573527678265,578.0902687637717,-105.8745334869891
68,46,Urban,Gold,8,Afternoon,Economy,116,1.446808510638298,4.762173934797756,364.1617948077249,0.33397867971947937,0.48606055210000704,False,True,364.1617948077249,405.6637257519215,-41.5019309441966
45,13,Rural,Regular,96,Night,Economy,112,3.2142857142857144,4.727387818712341,393.2308288248255,0.25258002514490485,0.43475471497526286,False,True,393.2308288248255,391.4197292792505,1.8110995455750185
92,45,Rural,Silver,59,Morning,Premium,121,2.0,4.804021044733257,574.8939389332888,0.4357269979376975,0.5477806073433173,True,False,574.8939389332888,467.2359901762359,107.65794875705296
35,22,Rural,Silver,82,Afternoon,Economy,174,1.5217391304347827,5.1647859739235145,586.7988633141081,1.5142591710508098,1.0798706702841327,False,True,586.7988633141081,613.2939220633745,-26.495058749266377
79,11,Urban,Regular,1,Night,Premium,45,6.583333333333333,3.828641396489095,210.25675967194184,-1.1108474389792182,-0.8908010740587713,True,False,210.25675967194184,199.97427248467724,10.282487187264593
25,11,Urban,Silver,92,Night,Economy,115,2.0833333333333335,4.7535901911063645,310.1546162756803,0.3136290160758357,0.473400439235733,False,True,310.1546162756803,402.10151636210173,-91.94690008642141
84,54,Suburban,Silver,59,Afternoon,Premium,43,1.5272727272727273,3.784189633918261,196.31514152174805,-1.1515467662665055,-0.9563627160876496,True,False,196.31514152174805,193.14263455531264,3.1725069664354066
75,32,Urban,Silver,20,Evening,Premium,96,2.272727272727273,4.574710978503383,440.4442377359072,-0.07301459315339322,0.20957254524848587,True,False,440.4442377359072,378.33867429517966,62.105563440727565
83,50,Rural,Regular,7,Evening,Premium,100,1.6274509803921569,4.61512051684126,376.3000600585162,0.0083840614211813,0.2691723346345292,True,False,376.3000600585162,392.5223272059572,-16.222267147441016
65,40,Urban,Silver,48,Evening,Economy,121,1.5853658536585367,4.804021044733257,492.5196024192815,0.4357269979376975,0.5477806073433173,False,True,492.5196024192815,423.48627186865104,69.03333055063047
87,47,Rural,Silver,6,Morning,Premium,162,1.8125,5.093750200806762,743.3166378180009,1.2700632073270863,0.9751004281389802,True,False,743.3166378180009,613.9540745901713,129.36256322782958
47,9,Suburban,Gold,38,Morning,Economy,141,4.7,4.955827057601261,543.7702542024564,0.8427202708105701,0.7716783989691001,False,True,543.7702542024564,494.94366752802614,48.826586674430246
41,6,Urban,Silver,56,Night,Economy,11,5.857142857142857,2.4849066497880004,49.234784001519046,-1.8027360028631016,-2.872667514216209,False,True,49.234784001519046,46.39698070404813,2.837803297470913
57,37,Urban,Gold,59,Evening,Economy,159,1.5,5.075173815233827,585.8075881778408,1.2090142163961555,0.9477022267924644,False,True,585.8075881778408,559.4407366097078,26.36685156813303
21,9,Suburban,Gold,13,Evening,Economy,127,2.1,4.852030263919617,431.251597706785,0.5578249797995593,0.6185891211197159,False,True,431.251597706785,444.8970133391179,-13.645415632332913
44,32,Suburban,Silver,51,Afternoon,Premium,168,1.3333333333333333,5.1298987149230735,563.1508995670627,1.392161189188948,1.028415658071492,True,False,563.1508995670627,635.4920903712562,-72.3411908041935
80,31,Suburban,Silver,91,Evening,Premium,127,2.5,4.852030263919617,392.3027600530253,0.5578249797995593,0.6185891211197159,True,False,392.3027600530253,488.64673164670273,-96.34397159367745
27,6,Rural,Regular,74,Afternoon,Premium,157,3.857142857142857,5.062595033026967,732.2985126943609,1.1683148891088682,0.9291498552213434,True,False,732.2985126943609,596.0167958703632,136.2817168239976
28,14,Rural,Silver,77,Afternoon,Economy,98,1.8666666666666667,4.59511985013459,374.65518279544045,-0.032315265866105954,0.23967346945742696,False,True,374.65518279544045,341.67859226963157,32.97659052580889
42,10,Urban,Silver,56,Night,Premium,95,3.8181818181818183,4.564348191467836,455.20978516158993,-0.09336425679703685,0.19428853186513836,True,False,455.20978516158993,374.79555538217807,80.41422977941187
32,14,Suburban,Silver,80,Afternoon,Premium,80,2.1333333333333333,4.394449154672439,254.9510771161675,-0.39860921145169126,-0.05629455387147804,True,False,254.9510771161675,321.8039086820861,-66.85283156591859
39,18,Suburban,Gold,78,Afternoon,Economy,165,2.0526315789473686,5.111987788356544,734.3951190125542,1.3311121982580172,1.001998938282504,False,True,734.3951190125542,580.9716115137717,153.42350749878256
87,41,Rural,Gold,97,Afternoon,Premium,37,2.0714285714285716,3.6375861597263857,158.89198003545,-1.2736447481283673,-1.1725873141526093,True,False,158.89198003545,172.7898837997824,-13.897903764332398
28,9,Urban,Silver,26,Night,Premium,114,2.8,4.74493212836325,466.9720738288303,0.2932793524321921,0.46063071364109326,True,False,466.9720738288303,442.28982277934244,24.68225104948783
35,20,Suburban,Regular,62,Afternoon,Economy,117,1.6666666666666667,4.770684624465665,297.0874038526085,0.35432834336312297,0.498612918016593,False,True,297.0874038526085,409.22671906650976,-112.13931521390128
62,21,Rural,Regular,61,Night,Economy,56,2.8181818181818183,4.04305126783455,215.4338699200544,-0.8870011388991383,-0.5745692213800708,False,True,215.4338699200544,194.12128831928683,21.312581600767572
90,75,Urban,Gold,88,Afternoon,Economy,106,1.1842105263157894,4.672828834461906,472.5465909334413,0.13048204328304308,0.35428599139683775,False,True,472.5465909334413,370.07927172768353,102.46731920575775
61,12,Rural,Gold,59,Afternoon,Premium,178,4.6923076923076925,5.187385805840755,581.9712306098094,1.5956578256253844,1.1132030288764354,True,False,581.9712306098094,671.4184048635193,-89.44717425370993
73,14,Urban,Gold,28,Evening,Economy,29,4.866666666666666,3.4011973816621555,118.97305838669006,-1.4364420572775163,-1.5212357265163445,False,True,118.97305838669006,102.34223989553766,16.630818491152397
21,7,Rural,Regular,6,Afternoon,Premium,180,2.625,5.198497031265826,836.1164185613576,1.6363571529126715,1.1295909096192938,True,False,836.1164185613576,678.6078119015327,157.50860665982486
40,15,Urban,Regular,90,Night,Premium,42,2.5,3.7612001156935624,211.52772882563164,-1.171896429910149,-0.990269820712855,True,False,211.52772882563164,189.73500999091561,21.792718834716027
58,20,Rural,Silver,42,Evening,Economy,125,2.761904761904762,4.836281906951478,527.1792011771714,0.517125652512272,0.5953619624565956,False,True,527.1792011771714,437.7573662198364,89.42183495733502
38,12,Rural,Silver,44,Evening,Economy,110,2.923076923076923,4.709530201312334,356.8814026432877,0.2118806978576176,0.4084166205610698,False,True,356.8814026432877,384.30271611518447,-27.42131347189678
91,59,Urban,Silver,68,Night,Economy,15,1.5166666666666666,2.772588722239781,38.33576819209958,-1.721337348288527,-2.4483669249616318,False,True,38.33576819209958,57.92721283349596,-19.59144464139638
88,46,Rural,Gold,35,Afternoon,Premium,72,1.872340425531915,4.290459441148391,361.98552095653855,-0.5614065206008403,-0.20966836805680206,True,False,361.98552095653855,293.68524126895863,68.30027968757992
96,80,Urban,Regular,47,Morning,Economy,70,1.1851851851851851,4.2626798770413155,177.20306582722415,-0.6021058478881276,-0.250640283058016,False,True,177.20306582722415,242.92497976850018,-65.72191394127603
34,22,Suburban,Gold,34,Morning,Economy,176,1.4782608695652173,5.176149732573829,617.3632185255483,1.554958498338097,1.0966310107891302,False,True,617.3632185255483,620.4806192294232,-3.117400703874864
61,45,Rural,Gold,42,Afternoon,Economy,102,1.326086956521739,4.634728988229636,421.98526198279467,0.04908338870846855,0.29809275325346857,False,True,421.98526198279467,355.87083407866794,66.11442790412673
37,10,Suburban,Gold,27,Afternoon,Economy,143,3.3636363636363638,4.969813299576001,512.44939271165,0.8834195980978573,0.7923066246376769,False,True,512.44939271165,502.10222347015497,10.347169241495067
84,37,Urban,Gold,3,Evening,Premium,69,2.210526315789474,4.248495242049359,248.9476553705649,-0.6224555115317711,-0.27156111741573175,True,False,248.9476553705649,283.17259047405236,-34.22493510348747
38,28,Urban,Gold,8,Morning,Economy,29,1.3103448275862069,3.4011973816621555,95.02020685904614,-1.4364420572775163,-1.5212357265163445,False,True,95.02020685904614,102.34223989553766,-7.3220330364915185
51,25,Rural,Regular,21,Evening,Premium,38,1.9615384615384615,3.6635616461296463,200.2582591219043,-1.2532950844847237,-1.1342762226996475,True,False,200.2582591219043,176.16546667363835,24.092792448265953
54,16,Suburban,Regular,8,Afternoon,Premium,67,3.176470588235294,4.219507705176107,266.0685899337195,-0.6631548388190585,-0.31431466431400545,True,False,266.0685899337195,276.1750097399999,-10.106419806280371
